date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,fouls,gs,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_games,defensive_fouls,defensive_gs,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2024-03-14,Rutgers,Michigan,Home,,10,13,,,16.0,,10.0,3.0,13.0,29,23,10,12,5.0,3.0,3.0,10.0,,12.0,,13.0,6.0,19.0,30,22,16,20,8.0,4.0,1.0,16.0,587
2024-03-17,Rutgers,Yale,Home,,8,14,,,18.0,,8.0,6.0,14.0,18,15,12,16,4.0,6.0,2.0,12.0,,17.0,,14.0,9.0,23.0,37,22,17,10,11.0,6.0,3.0,14.0,587
2024-03-24,Rutgers,Maryland,Away,,8,13,,,11.0,,8.0,2.0,10.0,21,16,11,15,6.0,5.0,1.0,7.0,,10.0,,13.0,7.0,20.0,27,23,11,15,6.0,2.0,1.0,17.0,587
2024-03-30,Rutgers,Northwestern,Away,,11,22,,,13.0,,11.0,3.0,14.0,27,18,21,17,10.0,6.0,3.0,14.0,,17.0,,22.0,8.0,30.0,42,28,12,19,12.0,3.0,2.0,23.0,587
2024-04-03,Rutgers,Hofstra,Home,,14,8,,,11.0,,14.0,9.0,23.0,40,24,22,15,10.0,10.0,3.0,15.0,,19.0,,8.0,5.0,13.0,29,23,18,12,7.0,5.0,,9.0,587
2024-04-06,Rutgers,Johns Hopkins,Home,,12,13,1,,17.0,,12.0,4.0,16.0,27,18,16,19,6.0,4.0,2.0,9.0,,26.0,,13.0,8.0,21.0,31,24,18,16,12.0,5.0,2.0,19.0,587
2024-04-09,Rutgers,Stony Brook,Away,,10,13,,,25.0,,10.0,6.0,16.0,18,17,12,17,7.0,4.0,3.0,17.0,,23.0,,13.0,8.0,21.0,27,21,13,10,10.0,2.0,,10.0,587
2024-04-18,Rutgers,Ohio St.,Away,,13,11,,,16.0,,13.0,2.0,15.0,33,25,17,7,7.0,6.0,4.0,10.0,,17.0,,11.0,2.0,13.0,34,23,10,13,3.0,5.0,3.0,18.0,587
2024-04-21,Rutgers,Vermont,Away,,10,11,,,6.0,,10.0,4.0,14.0,27,17,20,17,9.0,4.0,2.0,8.0,,13.0,,11.0,6.0,17.0,35,21,18,16,12.0,1.0,1.0,16.0,587
2024-04-27,Rutgers,Maryland,Away,,9,8,,,8.0,,9.0,3.0,12.0,23,20,14,16,5.0,5.0,1.0,5.0,,8.0,,8.0,5.0,13.0,31,23,14,14,10.0,6.0,2.0,15.0,587
2024-05-02,Rutgers,Penn St.,Home,,8,17,,,27.0,,8.0,6.0,14.0,23,12,9,16,6.0,2.0,1.0,10.0,,13.0,,17.0,7.0,24.0,33,28,15,10,9.0,8.0,7.0,17.0,587
2024-02-11,Sacred Heart,UMass Lowell,Away,,7,15,,,19.0,,7.0,2.0,9.0,26,15,9,13,8.0,9.0,3.0,11.0,,20.0,,15.0,4.0,19.0,33,22,12,13,8.0,6.0,3.0,15.0,590
2024-02-17,Sacred Heart,Bryant,Away,,8,16,,,16.0,,8.0,,8.0,19,14,10,18,9.0,6.0,3.0,9.0,,10.0,,16.0,7.0,23.0,34,26,9,18,6.0,10.0,4.0,18.0,590
2024-02-24,Sacred Heart,Brown,Away,,6,15,,,30.0,,6.0,,6.0,18,9,6,17,7.0,3.0,2.0,7.0,,4.0,,15.0,7.0,22.0,41,32,20,13,10.0,15.0,4.0,17.0,590
2024-02-28,Sacred Heart,Quinnipiac,Home,,14,12,,,18.0,,14.0,2.0,16.0,28,19,9,17,7.0,5.0,2.0,17.0,,17.0,,12.0,5.0,17.0,34,25,18,12,10.0,10.0,4.0,13.0,590
2024-03-09,Sacred Heart,Le Moyne,Away,,6,7,1,,19.0,,6.0,1.0,7.0,23,17,18,15,9.0,1.0,,11.0,,13.0,,7.0,3.0,10.0,23,15,20,22,6.0,8.0,2.0,6.0,590
2024-03-13,Sacred Heart,LIU,Home,,7,6,,,5.0,,7.0,3.0,10.0,38,21,20,15,7.0,2.0,1.0,10.0,,6.0,,6.0,1.0,7.0,18,15,14,16,6.0,4.0,2.0,6.0,590
2024-03-16,Sacred Heart,Fairfield,Away,,5,15,,,13.0,,5.0,4.0,9.0,16,11,15,21,14.0,4.0,,11.0,,8.0,,15.0,8.0,23.0,33,26,16,17,16.0,10.0,4.0,12.0,590
2024-03-23,Sacred Heart,Howard,Away,,17,1,,,9.0,,17.0,8.0,25.0,26,23,39,12,9.0,1.0,1.0,14.0,,7.0,,1.0,,1.0,9,7,25,16,6.0,1.0,,6.0,590
2024-03-27,Sacred Heart,Stonehill,Home,,11,7,,,19.0,,11.0,2.0,13.0,32,26,22,14,11.0,9.0,6.0,11.0,,21.0,,7.0,4.0,11.0,18,13,17,22,6.0,3.0,1.0,11.0,590
2024-03-30,Sacred Heart,Delaware St.,Home,,18,6,,,14.0,,18.0,14.0,32.0,34,26,17,13,6.0,4.0,2.0,19.0,,10.0,,6.0,2.0,8.0,14,12,17,12,7.0,5.0,2.0,9.0,590
2024-04-06,Sacred Heart,FDU,Away,,10,7,,,16.0,,10.0,2.0,12.0,37,26,20,13,8.0,5.0,4.0,13.0,,14.0,,7.0,4.0,11.0,15,13,13,21,7.0,7.0,2.0,8.0,590
2024-04-10,Sacred Heart,Merrimack,Away,,13,7,,,8.0,,13.0,4.0,17.0,28,22,17,18,5.0,7.0,4.0,13.0,,10.0,,7.0,3.0,10.0,18,14,16,20,6.0,3.0,2.0,9.0,590
2024-04-13,Sacred Heart,Saint Francis,Home,,14,5,,,14.0,,14.0,5.0,19.0,38,28,12,8,8.0,9.0,5.0,12.0,,23.0,,5.0,3.0,8.0,19,12,10,14,3.0,11.0,2.0,8.0,590
2024-04-20,Sacred Heart,Wagner,Away,,11,10,1,,13.0,,11.0,2.0,13.0,30,19,15,12,14.0,7.0,2.0,11.0,,14.0,,10.0,3.0,13.0,27,19,9,18,5.0,7.0,5.0,14.0,590
2024-04-24,Sacred Heart,Central Conn. St.,Home,,15,3,,,7.0,,15.0,5.0,20.0,44,34,23,8,15.0,8.0,5.0,12.0,,11.0,,3.0,2.0,5.0,11,9,14,22,5.0,,,9.0,590
2024-05-02,Sacred Heart,Wagner,Home,,11,10,,,17.0,,11.0,3.0,14.0,26,17,11,13,10.0,7.0,3.0,7.0,,13.0,,10.0,6.0,16.0,18,15,10,18,6.0,7.0,2.0,14.0,590
2024-05-04,Sacred Heart,LIU,Home,,7,10,,,12.0,,7.0,2.0,9.0,28,17,12,13,8.0,7.0,3.0,8.0,,15.0,,10.0,6.0,16.0,29,21,15,13,8.0,6.0,2.0,12.0,590
2024-02-16,Saint Francis,Oregon,Away,,7,17,,,4.0,,7.0,3.0,10.0,17,13,13,20,7.0,3.0,2.0,7.0,,23.0,,17.0,7.0,24.0,38,27,19,18,9.0,,,21.0,600
2024-02-22,Saint Francis,Rider,Away,,13,19,,,11.0,,13.0,5.0,18.0,29,21,19,21,6.0,7.0,3.0,11.0,,9.0,,19.0,9.0,28.0,39,32,23,15,13.0,3.0,1.0,24.0,600
2024-02-28,Saint Francis,Robert Morris,Home,,15,9,,,14.0,,15.0,6.0,21.0,32,23,19,13,11.0,7.0,2.0,12.0,,13.0,,9.0,4.0,13.0,25,16,13,20,3.0,7.0,2.0,17.0,600
2024-03-05,Saint Francis,St. Bonaventure,Away,,9,11,,,,,9.0,4.0,13.0,19,15,16,16,10.0,7.0,3.0,10.0,,,,11.0,4.0,15.0,30,23,17,14,9.0,4.0,4.0,12.0,600
2024-03-09,Saint Francis,LIU,Home,,6,11,,,11.0,,6.0,3.0,9.0,19,12,18,18,10.0,3.0,,7.0,,2.0,,11.0,3.0,14.0,28,19,13,16,6.0,7.0,3.0,14.0,600
2024-03-13,Saint Francis,Kent St.,Home,,12,18,,,6.0,,12.0,7.0,19.0,32,26,9,10,4.0,4.0,2.0,16.0,,4.0,,18.0,8.0,26.0,33,27,7,10,7.0,2.0,1.0,18.0,600
2024-03-16,Saint Francis,Merrimack,Home,,17,7,,,7.0,,17.0,10.0,27.0,34,27,22,18,16.0,13.0,5.0,15.0,,17.0,,7.0,5.0,12.0,21,14,15,26,11.0,4.0,1.0,13.0,600
2024-03-23,Saint Francis,Wagner,Away,,8,7,,,26.0,,8.0,2.0,10.0,17,10,8,16,4.0,2.0,2.0,9.0,,15.0,,7.0,,7.0,22,14,10,17,7.0,5.0,3.0,10.0,600
2024-03-30,Saint Francis,FDU,Away,,13,8,,,19.0,,13.0,6.0,19.0,32,23,20,15,12.0,3.0,3.0,13.0,,19.0,,8.0,3.0,11.0,25,20,12,16,10.0,4.0,2.0,11.0,600
2024-04-03,Saint Francis,Le Moyne,Home,,8,6,,,6.0,,8.0,5.0,13.0,22,15,19,22,11.0,2.0,1.0,10.0,,2.0,,6.0,2.0,8.0,31,25,20,16,12.0,6.0,2.0,8.0,600
2024-04-06,Saint Francis,Central Conn. St.,Home,,16,5,,,7.0,,16.0,9.0,25.0,36,28,23,18,10.0,5.0,4.0,8.0,,6.0,,5.0,3.0,8.0,28,20,22,23,13.0,3.0,,15.0,600
2024-04-10,Saint Francis,Delaware St.,Away,,14,6,,,4.0,,14.0,4.0,18.0,34,22,11,10,11.0,,,12.0,,8.0,,6.0,1.0,7.0,22,11,6,17,6.0,,,11.0,600
2024-04-13,Saint Francis,Sacred Heart,Away,,5,14,,,23.0,,5.0,3.0,8.0,19,12,10,14,3.0,11.0,2.0,8.0,,14.0,,14.0,5.0,19.0,38,28,12,8,8.0,9.0,5.0,12.0,600
2024-04-20,Saint Francis,Stonehill,Away,,7,19,,,14.0,,7.0,4.0,11.0,20,15,16,16,8.0,2.0,2.0,12.0,,18.0,,19.0,4.0,23.0,32,26,21,13,11.0,4.0,3.0,15.0,600
2024-04-24,Saint Francis,Howard,Home,,20,4,,,,,20.0,10.0,30.0,38,27,6,9,4.0,4.0,4.0,19.0,,9.0,,4.0,,4.0,14,8,7,8,5.0,1.0,1.0,7.0,600
2024-04-28,Saint Francis,Stonehill,Away,,14,19,,,26.0,,14.0,6.0,20.0,28,22,22,15,8.0,6.0,3.0,15.0,,27.0,,19.0,3.0,22.0,40,30,24,13,6.0,11.0,3.0,22.0,600
2024-02-09,Saint Joseph's,Maryland,Home,,3,16,,,16.0,,3.0,2.0,5.0,17,13,16,18,6.0,1.0,,9.0,,9.0,,16.0,9.0,25.0,42,31,14,12,8.0,3.0,,14.0,606
2024-02-18,Saint Joseph's,Colorado,Home,,6,7,,,12.0,,6.0,2.0,8.0,14,12,12,16,6.0,6.0,3.0,6.0,,18.0,,7.0,2.0,9.0,29,23,15,16,5.0,5.0,3.0,11.0,606
2024-02-23,Saint Joseph's,UConn,Home,,11,10,,,17.0,,11.0,5.0,16.0,29,20,15,16,6.0,7.0,3.0,12.0,,21.0,,10.0,4.0,14.0,44,28,20,9,11.0,11.0,3.0,11.0,606
2024-02-28,Saint Joseph's,Villanova,Away,,14,7,,,12.0,,14.0,6.0,20.0,34,22,10,11,10.0,10.0,3.0,14.0,,18.0,,7.0,3.0,10.0,24,14,14,17,9.0,8.0,1.0,11.0,606
2024-03-03,Saint Joseph's,Temple,Away,,9,10,,,6.0,,9.0,5.0,14.0,27,21,19,11,4.0,4.0,2.0,6.0,,5.0,,10.0,2.0,12.0,30,20,24,10,9.0,5.0,3.0,15.0,606
2024-03-10,Saint Joseph's,VCU,Home,,17,10,,,15.0,,17.0,10.0,27.0,37,26,17,10,6.0,9.0,3.0,14.0,,22.0,,10.0,3.0,13.0,24,19,9,16,4.0,5.0,2.0,14.0,606
2024-03-16,Saint Joseph's,Massachusetts,Away,,11,16,,,12.0,,11.0,4.0,15.0,24,19,6,12,7.0,7.0,2.0,15.0,,19.0,,16.0,9.0,25.0,34,25,16,11,9.0,5.0,1.0,16.0,606
2024-03-20,Saint Joseph's,George Washington,Home,,20,6,,,11.0,,20.0,12.0,32.0,38,31,14,6,6.0,7.0,3.0,16.0,,10.0,,6.0,4.0,10.0,21,16,8,11,3.0,4.0,,10.0,606
2024-03-23,Saint Joseph's,Richmond,Away,,12,16,,,16.0,,12.0,5.0,17.0,31,25,15,11,3.0,7.0,2.0,11.0,,12.0,,16.0,6.0,22.0,37,27,16,15,5.0,7.0,3.0,21.0,606
2024-03-27,Saint Joseph's,Navy,Home,,14,13,,,19.0,,14.0,6.0,20.0,27,21,15,9,9.0,6.0,3.0,10.0,,25.0,,13.0,6.0,19.0,33,23,13,16,5.0,5.0,3.0,21.0,606
2024-03-30,Saint Joseph's,La Salle,Home,,16,6,,,12.0,,16.0,5.0,21.0,30,24,15,11,6.0,6.0,4.0,15.0,,21.0,,6.0,1.0,7.0,17,11,12,14,4.0,4.0,3.0,6.0,606
2024-04-03,Saint Joseph's,Towson,Away,,14,12,,,14.0,,14.0,6.0,20.0,27,23,16,12,11.0,8.0,4.0,12.0,,36.0,,12.0,6.0,18.0,35,24,16,16,9.0,1.0,,18.0,606
2024-04-06,Saint Joseph's,St. Bonaventure,Away,,16,7,,,,,16.0,5.0,21.0,48,29,20,5,7.0,11.0,3.0,12.0,,,,7.0,3.0,10.0,29,22,11,13,4.0,6.0,3.0,14.0,606
2024-04-13,Saint Joseph's,Davidson,Away,,9,10,,,16.0,,9.0,2.0,11.0,24,21,13,15,7.0,3.0,1.0,13.0,,13.0,,10.0,2.0,12.0,24,20,23,12,13.0,8.0,2.0,9.0,606
2024-04-20,Saint Joseph's,Duquesne,Home,,17,5,,,10.0,,17.0,9.0,26.0,34,28,20,14,8.0,4.0,2.0,15.0,,10.0,,5.0,,5.0,21,16,17,18,7.0,5.0,3.0,9.0,606
2024-04-27,Saint Joseph's,George Mason,Away,,21,9,,,11.0,,21.0,12.0,33.0,37,28,17,12,9.0,6.0,3.0,19.0,,16.0,,9.0,2.0,11.0,29,21,19,14,6.0,6.0,2.0,12.0,606
2024-05-02,Saint Joseph's,VCU,Home,,16,12,,,22.0,,16.0,5.0,21.0,34,24,17,12,9.0,9.0,7.0,13.0,,25.0,,12.0,7.0,19.0,35,23,17,18,8.0,9.0,1.0,18.0,606
2024-05-03,Saint Joseph's,Massachusetts,Home,,9,10,,,15.0,,9.0,5.0,14.0,32,23,12,13,8.0,13.0,2.0,10.0,,30.0,,10.0,3.0,13.0,25,22,12,14,6.0,3.0,,12.0,606
2024-02-09,San Diego St.,Lindenwood,Away,,6,20,,,16.0,,6.0,,6.0,15,8,13,14,6.0,6.0,3.0,5.0,,10.0,,20.0,11.0,31.0,43,37,18,12,6.0,7.0,3.0,24.0,626
2024-02-11,San Diego St.,Xavier,Home,,16,6,,,13.0,,16.0,5.0,21.0,35,25,15,18,4.0,6.0,3.0,14.0,,15.0,,6.0,,6.0,25,17,15,11,10.0,7.0,2.0,13.0,626
2024-02-17,San Diego St.,UC Davis,Home,,11,19,,,13.0,,11.0,2.0,13.0,23,17,12,13,4.0,4.0,2.0,13.0,,11.0,,19.0,10.0,29.0,45,36,22,5,3.0,4.0,1.0,21.0,626
2024-02-25,San Diego St.,Denver,Away,,8,18,,,21.0,,8.0,2.0,10.0,16,11,13,18,2.0,7.0,4.0,8.0,,18.0,,18.0,10.0,28.0,44,29,16,9,12.0,8.0,5.0,20.0,626
2024-03-01,San Diego St.,Campbell,Away,,12,15,,,24.0,,12.0,5.0,17.0,22,17,10,16,3.0,5.0,1.0,14.0,,21.0,,15.0,7.0,22.0,40,26,18,9,13.0,9.0,3.0,16.0,626
2024-03-03,San Diego St.,High Point,Away,,14,17,,,13.0,,14.0,3.0,17.0,39,33,11,11,11.0,12.0,4.0,20.0,,20.0,,17.0,7.0,24.0,28,22,14,14,3.0,2.0,1.0,12.0,626
2024-03-08,San Diego St.,Florida,Home,,5,23,,,19.0,,5.0,,5.0,15,14,15,10,5.0,6.0,3.0,6.0,,17.0,,23.0,13.0,36.0,37,34,11,10,7.0,5.0,2.0,23.0,626
2024-03-11,San Diego St.,Liberty,Home,,9,20,,,21.0,,9.0,4.0,13.0,20,15,11,22,6.0,6.0,3.0,14.0,,13.0,,20.0,10.0,30.0,50,44,30,12,15.0,10.0,3.0,19.0,626
2024-03-15,San Diego St.,Dartmouth,Home,,8,20,,,21.0,,8.0,3.0,11.0,23,16,13,9,6.0,5.0,2.0,10.0,,12.0,,20.0,9.0,29.0,33,29,10,11,5.0,12.0,5.0,21.0,626
2024-03-17,San Diego St.,Arizona St.,Home,,9,17,,,37.0,,9.0,2.0,11.0,22,19,17,16,5.0,1.0,1.0,12.0,,13.0,,17.0,3.0,20.0,39,33,22,11,5.0,13.0,6.0,18.0,626
2024-03-23,San Diego St.,UC Davis,Away,,12,15,,,22.0,,12.0,3.0,15.0,36,25,12,10,8.0,5.0,,12.0,,14.0,,15.0,3.0,18.0,36,25,11,14,5.0,5.0,2.0,19.0,626
2024-03-30,San Diego St.,Colorado,Away,,8,17,,,12.0,,8.0,,8.0,20,14,10,21,5.0,7.0,3.0,14.0,,13.0,,17.0,8.0,25.0,34,29,16,10,12.0,6.0,1.0,11.0,626
2024-04-06,San Diego St.,Stanford,Home,,5,19,,,10.0,,5.0,1.0,6.0,20,12,16,22,4.0,4.0,2.0,6.0,,9.0,,19.0,8.0,27.0,42,37,21,11,11.0,6.0,5.0,20.0,626
2024-04-13,San Diego St.,Oregon,Home,,13,12,,,15.0,,13.0,5.0,18.0,27,21,18,17,8.0,8.0,2.0,17.0,,11.0,,12.0,1.0,13.0,30,23,11,14,8.0,5.0,3.0,10.0,626
2024-04-20,San Diego St.,California,Away,,13,17,,,32.0,,13.0,2.0,15.0,43,27,18,8,7.0,8.0,3.0,16.0,,20.0,,17.0,4.0,21.0,30,24,14,14,5.0,9.0,6.0,17.0,626
2024-04-27,San Diego St.,Southern California,Home,,9,21,,,24.0,,9.0,1.0,10.0,19,15,11,19,4.0,8.0,4.0,17.0,,21.0,,21.0,7.0,28.0,43,37,18,7,13.0,11.0,5.0,17.0,626
2024-02-11,Siena,Johns Hopkins,Home,,9,17,,,10.0,,9.0,6.0,15.0,22,13,15,13,4.0,1.0,,7.0,,9.0,,17.0,11.0,28.0,38,25,19,14,10.0,4.0,2.0,22.0,639
2024-02-17,Siena,Army West Point,Home,,12,11,,,17.0,,12.0,5.0,17.0,21,17,14,18,,5.0,,13.0,,14.0,,11.0,3.0,14.0,34,23,17,9,9.0,9.0,5.0,12.0,639
2024-02-21,Siena,Dartmouth,Home,,8,15,,,16.0,,8.0,5.0,13.0,25,16,17,12,7.0,4.0,1.0,8.0,,15.0,,15.0,4.0,19.0,29,23,21,15,8.0,4.0,3.0,16.0,639
2024-02-24,Siena,St. Bonaventure,Home,,10,6,,,21.0,,10.0,6.0,16.0,29,23,11,8,3.0,2.0,1.0,10.0,,18.0,,6.0,2.0,8.0,22,13,6,13,3.0,5.0,2.0,8.0,639
2024-02-28,Siena,Binghamton,Away,,9,15,,,19.0,,9.0,6.0,15.0,26,14,15,13,4.0,4.0,2.0,9.0,,10.0,,15.0,4.0,19.0,35,26,22,13,6.0,11.0,4.0,19.0,639
2024-03-02,Siena,Le Moyne,Home,,15,4,,,15.0,,15.0,4.0,19.0,28,23,7,10,3.0,4.0,3.0,19.0,,25.0,,4.0,1.0,5.0,18,12,13,10,5.0,6.0,1.0,3.0,639
2024-03-12,Siena,Colgate,Home,,16,9,,,9.0,,16.0,8.0,24.0,29,22,13,10,8.0,4.0,3.0,13.0,,13.0,,9.0,6.0,15.0,26,17,8,14,5.0,5.0,2.0,15.0,639
2024-03-16,Siena,American,Away,,13,9,,,8.0,,13.0,8.0,21.0,27,21,15,14,11.0,2.0,1.0,11.0,,5.0,,9.0,3.0,12.0,18,14,13,17,6.0,4.0,2.0,11.0,639
2024-03-23,Siena,Rider,Home,,22,4,,,9.0,,22.0,13.0,35.0,36,25,18,12,12.0,3.0,2.0,26.0,,13.0,,4.0,2.0,6.0,9,6,12,16,7.0,2.0,1.0,4.0,639
2024-03-27,Siena,Canisius,Away,,12,11,1,,14.0,,12.0,8.0,20.0,34,28,17,11,6.0,1.0,,20.0,,13.0,,11.0,1.0,12.0,23,16,15,11,8.0,7.0,3.0,7.0,639
2024-03-30,Siena,Iona,Away,,12,13,,,11.0,,12.0,8.0,20.0,30,24,12,12,4.0,1.0,1.0,16.0,,7.0,,13.0,8.0,21.0,35,21,12,12,7.0,4.0,,13.0,639
2024-04-03,Siena,Niagara,Home,,11,10,,,9.0,,11.0,6.0,17.0,28,19,8,13,3.0,2.0,1.0,18.0,,15.0,,10.0,6.0,16.0,26,14,6,11,7.0,3.0,,7.0,639
2024-04-06,Siena,Manhattan,Home,,15,5,,,7.0,,15.0,8.0,23.0,29,20,16,14,14.0,1.0,1.0,13.0,,11.0,,5.0,1.0,6.0,13,9,16,20,6.0,3.0,1.0,10.0,639
2024-04-10,Siena,Marist,Away,,13,7,,,12.0,,13.0,3.0,16.0,24,19,15,8,4.0,4.0,3.0,11.0,,9.0,,7.0,2.0,9.0,27,16,25,7,6.0,4.0,3.0,10.0,639
2024-04-13,Siena,Mount St. Mary's,Home,,7,6,,,23.0,,7.0,3.0,10.0,24,14,17,11,5.0,3.0,2.0,8.0,,14.0,,6.0,3.0,9.0,25,17,16,12,4.0,6.0,1.0,9.0,639
2024-04-17,Siena,Quinnipiac,Away,,15,12,,,21.0,,15.0,7.0,22.0,28,22,9,14,5.0,3.0,1.0,19.0,,25.0,,12.0,5.0,17.0,28,20,14,9,8.0,8.0,5.0,10.0,639
2024-04-20,Siena,Fairfield,Home,,8,11,,,8.0,,8.0,5.0,13.0,25,17,20,14,4.0,7.0,2.0,13.0,,18.0,,11.0,5.0,16.0,26,16,19,11,9.0,3.0,,10.0,639
2024-04-28,Siena,Canisius,Home,,9,6,,,18.0,,9.0,3.0,12.0,28,18,12,13,6.0,2.0,1.0,14.0,,22.0,,6.0,3.0,9.0,18,13,14,16,7.0,3.0,,5.0,639
2024-05-03,Siena,Niagara,Home,,8,9,,,15.0,,8.0,3.0,11.0,29,17,6,12,2.0,4.0,,14.0,,17.0,,9.0,2.0,11.0,31,20,12,10,7.0,7.0,3.0,6.0,639
2024-02-09,Southern California,Army West Point,Away,,13,9,,,9.0,,13.0,5.0,18.0,31,20,11,12,6.0,3.0,1.0,17.0,,9.0,,9.0,7.0,16.0,22,13,17,15,5.0,2.0,2.0,9.0,657
2024-02-11,Southern California,Villanova,Away,,12,11,,,16.0,,12.0,8.0,20.0,29,20,13,11,8.0,2.0,,14.0,,7.0,,11.0,4.0,15.0,22,15,13,16,6.0,5.0,3.0,11.0,657
2024-02-17,Southern California,Hofstra,Home,,15,6,,,10.0,,15.0,6.0,21.0,33,25,14,9,11.0,1.0,,17.0,,10.0,,6.0,5.0,11.0,17,9,14,15,5.0,2.0,,8.0,657
2024-02-24,Southern California,Michigan,Home,,3,9,,,25.0,,3.0,,3.0,23,12,7,14,8.0,3.0,,6.0,,15.0,,9.0,5.0,14.0,22,15,8,13,4.0,7.0,3.0,10.0,657
2024-03-01,Southern California,Towson,Away,,11,5,,,20.0,,11.0,8.0,19.0,31,22,18,18,10.0,3.0,,11.0,,16.0,,5.0,2.0,7.0,18,13,20,20,8.0,5.0,1.0,9.0,657
2024-03-03,Southern California,Johns Hopkins,Away,,10,13,,,20.0,,10.0,6.0,16.0,23,17,19,18,7.0,4.0,3.0,11.0,,16.0,,13.0,8.0,21.0,24,15,22,20,14.0,2.0,2.0,15.0,657
2024-03-05,Southern California,VCU,Away,,17,14,,,22.0,,17.0,9.0,26.0,33,27,17,17,8.0,9.0,7.0,23.0,,17.0,,14.0,4.0,18.0,25,18,14,14,12.0,6.0,5.0,11.0,657
2024-03-08,Southern California,Temple,Home,,12,7,,,33.0,,12.0,11.0,23.0,38,25,18,11,9.0,5.0,1.0,12.0,,18.0,,7.0,4.0,11.0,23,12,15,16,4.0,7.0,2.0,10.0,657
2024-03-16,Southern California,UC Davis,Home,,21,13,,,26.0,,21.0,8.0,29.0,46,35,15,11,7.0,5.0,3.0,27.0,,17.0,,13.0,4.0,17.0,20,16,10,10,5.0,7.0,4.0,10.0,657
2024-03-18,Southern California,Dartmouth,Home,,12,17,,,26.0,,12.0,6.0,18.0,26,19,18,10,14.0,4.0,,12.0,,16.0,,17.0,10.0,27.0,26,20,7,18,1.0,7.0,4.0,20.0,657
2024-03-23,Southern California,Arizona St.,Away,,16,7,,,15.0,,16.0,6.0,22.0,30,24,10,12,4.0,3.0,2.0,8.0,,9.0,,7.0,4.0,11.0,19,11,12,17,3.0,3.0,1.0,15.0,657
2024-03-31,Southern California,California,Home,,9,8,,,22.0,,9.0,1.0,10.0,29,18,16,11,9.0,7.0,4.0,8.0,,12.0,,8.0,3.0,11.0,25,16,9,16,5.0,6.0,3.0,13.0,657
2024-04-06,Southern California,Oregon,Away,,19,8,,,17.0,,19.0,6.0,25.0,28,25,22,9,13.0,4.0,3.0,13.0,,15.0,,8.0,2.0,10.0,19,12,10,17,1.0,5.0,1.0,18.0,657
2024-04-13,Southern California,Stanford,Away,,6,8,,,24.0,,6.0,3.0,9.0,20,12,13,22,6.0,5.0,3.0,10.0,,20.0,,8.0,6.0,14.0,35,15,26,11,15.0,12.0,2.0,7.0,657
2024-04-21,Southern California,Colorado,Home,,15,6,,,17.0,,15.0,11.0,26.0,33,25,21,16,10.0,6.0,4.0,11.0,,20.0,,6.0,4.0,10.0,20,13,12,20,7.0,2.0,,14.0,657
2024-04-27,Southern California,San Diego St.,Away,,21,9,,,21.0,,21.0,7.0,28.0,43,37,18,7,13.0,11.0,5.0,17.0,,24.0,,9.0,1.0,10.0,19,15,11,19,4.0,8.0,4.0,17.0,657
2024-05-02,Southern California,Colorado,Home,,9,12,,,26.0,,9.0,5.0,14.0,20,15,14,9,10.0,6.0,3.0,10.0,,20.0,,12.0,8.0,20.0,23,21,12,12,5.0,5.0,2.0,15.0,657
2024-02-14,St. Bonaventure,Akron,Away,,12,15,,,15.0,,12.0,7.0,19.0,33,23,21,12,2.0,3.0,2.0,15.0,,13.0,,15.0,9.0,24.0,27,21,24,9,6.0,6.0,4.0,16.0,596
2024-02-21,St. Bonaventure,Bucknell,Home,,15,13,,,,,15.0,7.0,22.0,30,21,14,14,10.0,3.0,1.0,15.0,,,,13.0,6.0,19.0,29,26,17,14,10.0,5.0,3.0,16.0,596
2024-02-24,St. Bonaventure,Siena,Away,,6,10,,,18.0,,6.0,2.0,8.0,22,13,6,13,3.0,5.0,2.0,8.0,,21.0,,10.0,6.0,16.0,29,23,11,8,3.0,2.0,1.0,10.0,596
2024-02-27,St. Bonaventure,UC Davis,Away,,9,13,,,17.0,,9.0,2.0,11.0,21,18,10,16,6.0,2.0,1.0,11.0,,12.0,,13.0,4.0,17.0,23,18,10,16,6.0,7.0,5.0,13.0,596
2024-02-29,St. Bonaventure,California,Away,,10,8,,,23.0,,10.0,6.0,16.0,27,19,22,13,6.0,6.0,2.0,3.0,,21.0,,8.0,4.0,12.0,23,19,8,16,8.0,7.0,2.0,18.0,596
2024-03-05,St. Bonaventure,Saint Francis,Home,,11,9,,,,,11.0,4.0,15.0,30,23,17,14,9.0,4.0,4.0,12.0,,,,9.0,4.0,13.0,19,15,16,16,10.0,7.0,3.0,10.0,596
2024-03-08,St. Bonaventure,George Washington,Home,,14,7,,,,,14.0,4.0,18.0,31,23,15,12,8.0,8.0,4.0,10.0,,,,7.0,1.0,8.0,23,18,7,12,6.0,6.0,2.0,14.0,596
2024-03-13,St. Bonaventure,Canisius,Away,,8,9,,,24.0,,8.0,2.0,10.0,26,20,12,15,2.0,7.0,1.0,12.0,,15.0,,9.0,3.0,12.0,26,19,16,14,6.0,10.0,4.0,9.0,596
