season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,gp,gs,goals,assists,points,shots,ground_balls,turnovers,ct,freepos_shots,freepos_goals,rc,yc,draw_controls,fouls
2026,Austin Peay Governors,43,Allison Uchill,Allison Uchill,Allison,Uchill,Fr,M,16.0,14.0,9.0,1.0,,1.0,1.0,11.0,8.0,9.0,,,,1.0,2.0,6.0
2026,Austin Peay Governors,43,Tori Ross,Tori Ross,Tori,Ross,Fr,M,2.0,14.0,11.0,5.0,4.0,9.0,20.0,17.0,13.0,2.0,3.0,1.0,,1.0,33.0,9.0
2026,Austin Peay Governors,43,Kayla Hobday,Kayla Hobday,Kayla,Hobday,So,M,28.0,14.0,7.0,9.0,2.0,11.0,21.0,8.0,18.0,5.0,2.0,,,,10.0,9.0
2026,Binghamton Bearcats,62,Sienna Fox,Sienna Fox,Sienna,Fox,So,ATT,32.0,12.0,0.0,3.0,1.0,4.0,9.0,,6.0,,3.0,1.0,,,,
2026,Binghamton Bearcats,62,Leah Kaufer,Leah Kaufer,Leah,Kaufer,So,M,3.0,12.0,0.0,4.0,2.0,6.0,13.0,5.0,10.0,1.0,3.0,1.0,,,9.0,1.0
2026,Binghamton Bearcats,62,Emily Romeo,Emily Romeo,Emily,Romeo,So,D,18.0,12.0,12.0,,,0.0,1.0,14.0,4.0,7.0,,,,,1.0,9.0
2026,Binghamton Bearcats,62,Mckenna Kobler,Mckenna Kobler,Mckenna,Kobler,Sr,D,28.0,12.0,12.0,,,0.0,,1.0,4.0,,,,,,38.0,1.0
2026,Binghamton Bearcats,62,Mia Forte,Mia Forte,Mia,Forte,Jr,M,10.0,12.0,12.0,12.0,6.0,18.0,36.0,7.0,10.0,5.0,9.0,4.0,,,1.0,6.0
2026,Binghamton Bearcats,62,Carla Curth,Carla Curth,Carla,Curth,Sr,ATT,9.0,12.0,12.0,28.0,7.0,35.0,67.0,9.0,17.0,6.0,17.0,8.0,,2.0,,1.0
2026,Binghamton Bearcats,62,Norah Kelly,Norah Kelly,Norah,Kelly,So,D,27.0,12.0,12.0,,,0.0,,17.0,4.0,12.0,,,,,,11.0
2026,Binghamton Bearcats,62,Anthea Hayslip,Anthea Hayslip,Anthea,Hayslip,So,M,6.0,12.0,6.0,3.0,1.0,4.0,6.0,7.0,4.0,5.0,2.0,1.0,,,1.0,
2026,Binghamton Bearcats,62,Maryn Savage,Maryn Savage,Maryn,Savage,Jr,D,15.0,12.0,12.0,,,0.0,,24.0,4.0,23.0,,,,4.0,1.0,12.0
2026,Binghamton Bearcats,62,Jessica Robinson,Jessica Robinson,Jessica,Robinson,Sr,M,5.0,12.0,12.0,16.0,15.0,31.0,41.0,11.0,25.0,4.0,11.0,6.0,,,,2.0
2026,Binghamton Bearcats,62,Emily Stam,Emily Stam,Emily,Stam,Sr,M,23.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Binghamton Bearcats,62,Gretel Cassell,Gretel Cassell,Gretel,Cassell,Sr,D,26.0,12.0,12.0,,1.0,1.0,,27.0,6.0,16.0,,,,4.0,,5.0
2026,Binghamton Bearcats,62,Kayleigh Corr,Kayleigh Corr,Kayleigh,Corr,So,M,19.0,2.0,0.0,,,0.0,,,,1.0,,,,,,1.0
2026,Binghamton Bearcats,62,Christina Lauro,Christina Lauro,Christina,Lauro,So,M,29.0,12.0,0.0,9.0,1.0,10.0,21.0,6.0,7.0,,3.0,1.0,,1.0,,
2026,Binghamton Bearcats,62,Lucia Guardascione,Lucia Guardascione,Lucia,Guardascione,So,D,30.0,6.0,0.0,,,0.0,,4.0,,1.0,,,,,3.0,6.0
2026,Binghamton Bearcats,62,Emma Blloshmi,Emma Blloshmi,Emma,Blloshmi,Sr,ATT,36.0,12.0,12.0,39.0,7.0,46.0,89.0,13.0,32.0,2.0,20.0,11.0,,2.0,35.0,
2026,Binghamton Bearcats,62,Emily Backlin,Emily Backlin,Emily,Backlin,So,GK,17.0,10.0,9.0,,,0.0,,16.0,2.0,1.0,,,,,,
2026,Binghamton Bearcats,62,Brooke Bort,Brooke Bort,Brooke,Bort,So,M,11.0,12.0,5.0,4.0,,4.0,10.0,6.0,6.0,3.0,4.0,2.0,,1.0,15.0,6.0
2026,Binghamton Bearcats,62,Maeve Sayre,Maeve Sayre,Maeve,Sayre,Jr,GK,4.0,7.0,4.0,,,0.0,,7.0,2.0,1.0,,,,,,
2026,Binghamton Bearcats,62,Lily Graves,Lily Graves,Lily,Graves,Fr,M,31.0,4.0,0.0,,,0.0,,1.0,2.0,,,,,,,
2026,Binghamton Bearcats,62,Peighton McNulty,Peighton McNulty,Peighton,McNulty,Fr,M,34.0,3.0,0.0,,,0.0,,,,,,,,,,
2026,Binghamton Bearcats,62,Taryn Morris,Taryn Morris,Taryn,Morris,Fr,D,20.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Binghamton Bearcats,62,Isabella Sandoval,Isabella Sandoval,Isabella,Sandoval,Fr,ATT,2.0,1.0,0.0,,,0.0,,,,,,,,,,1.0
2026,Binghamton Bearcats,62,Grace Theofield,Grace Theofield,Grace,Theofield,Fr,D,1.0,6.0,0.0,,,0.0,,2.0,1.0,2.0,,,,2.0,,5.0
2026,Binghamton Bearcats,62,Sabrina Boyle,Sabrina Boyle,Sabrina,Boyle,Fr,ATT,16.0,12.0,0.0,10.0,,10.0,30.0,3.0,12.0,4.0,8.0,2.0,,,2.0,
2026,Binghamton Bearcats,62,Alaina DiBlasi,Alaina DiBlasi,Alaina,DiBlasi,Fr,ATT,29.0,2.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Binghamton Bearcats,62,Jamie Elliott,Jamie Elliott,Jamie,Elliott,Fr,M,7.0,4.0,0.0,,1.0,1.0,,2.0,1.0,,,,,,1.0,
2026,Binghamton Bearcats,62,Vivian Coburn,Vivian Coburn,Vivian,Coburn,Fr,D,22.0,12.0,12.0,,,0.0,,13.0,3.0,15.0,,,,,,4.0
2026,Boston College Eagles,67,MaryHelen McCooey,MaryHelen McCooey,MaryHelen,McCooey,Fr,M,24.0,1.0,0.0,,,0.0,1.0,,,,,,,,,
2026,Boston College Eagles,67,Emma Claire Quinn,Emma Claire Quinn,Emma Claire,Quinn,So,M,16.0,13.0,11.0,,,0.0,,10.0,2.0,6.0,,,,,2.0,5.0
2026,Boston College Eagles,67,Chrystina Bennett,Chrystina Bennett,Chrystina,Bennett,Sr,D,44.0,7.0,4.0,,,0.0,1.0,2.0,,4.0,1.0,,,,,3.0
2026,Boston College Eagles,67,Giulia Colarusso,Giulia Colarusso,Giulia,Colarusso,So,M,12.0,13.0,11.0,28.0,8.0,36.0,67.0,7.0,18.0,2.0,7.0,4.0,,,45.0,1.0
2026,Boston College Eagles,67,Shea Dolce,Shea Dolce,Shea,Dolce,Sr,GK,88.0,13.0,12.0,,,0.0,,19.0,1.0,3.0,,,,,,
2026,Boston College Eagles,67,Kylee Colbert,Kylee Colbert,Kylee,Colbert,Jr,M,47.0,13.0,2.0,21.0,7.0,28.0,47.0,7.0,11.0,,5.0,2.0,,2.0,,4.0
2026,Boston College Eagles,67,Abbey Herod,Abbey Herod,Abbey,Herod,Sr,M,15.0,13.0,10.0,,,0.0,,,2.0,1.0,,,,,59.0,5.0
2026,Boston College Eagles,67,Peyton Oliver,Peyton Oliver,Peyton,Oliver,Sr,ATT,27.0,1.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,
2026,Boston College Eagles,67,Lydia Colasante,Lydia Colasante,Lydia,Colasante,Jr,DM,20.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Boston College Eagles,67,Molly Driscoll,Molly Driscoll,Molly,Driscoll,Jr,ATT,29.0,13.0,13.0,27.0,17.0,44.0,66.0,10.0,15.0,1.0,8.0,5.0,,2.0,,1.0
2026,Boston College Eagles,67,Julia Hodell,Julia Hodell,Julia,Hodell,So,M,5.0,12.0,11.0,,,0.0,,12.0,2.0,7.0,,,,1.0,2.0,4.0
2026,Boston College Eagles,67,Hanna Davis,Hanna Davis,Hanna,Davis,So,ATT,6.0,12.0,0.0,15.0,13.0,28.0,29.0,9.0,14.0,,6.0,4.0,,1.0,,1.0
2026,Boston College Eagles,67,Brooke McLoy,Brooke McLoy,Brooke,McLoy,Sr,ATT,7.0,12.0,2.0,4.0,2.0,6.0,9.0,7.0,3.0,1.0,1.0,,,,,2.0
2026,Boston College Eagles,67,Kelly Blake,Kelly Blake,Kelly,Blake,So,M,4.0,5.0,0.0,3.0,3.0,6.0,8.0,1.0,3.0,,2.0,1.0,,,2.0,
2026,Boston College Eagles,67,Devon Russell,Devon Russell,Devon,Russell,So,M,18.0,6.0,2.0,4.0,,4.0,12.0,6.0,3.0,5.0,3.0,1.0,,,2.0,2.0
2026,Boston College Eagles,67,Kaitlyn Cole,Kaitlyn Cole,Kaitlyn,Cole,So,D,26.0,13.0,13.0,,,0.0,,9.0,1.0,8.0,,,,1.0,,10.0
2026,Boston College Eagles,67,Ali Petrone,Ali Petrone,Ali,Petrone,Jr,M,28.0,2.0,0.0,,,0.0,,,,2.0,,,,,,
2026,Boston College Eagles,67,Avery Hudson,Avery Hudson,Avery,Hudson,So,M,25.0,13.0,13.0,9.0,11.0,20.0,20.0,9.0,14.0,4.0,7.0,5.0,,,24.0,5.0
2026,Boston College Eagles,67,Shea Baker,Shea Baker,Shea,Baker,Sr,M,14.0,13.0,13.0,2.0,,2.0,4.0,21.0,9.0,22.0,1.0,,,1.0,29.0,10.0
2026,Boston College Eagles,67,Ali Hall,Ali Hall,Ali,Hall,Jr,M,30.0,1.0,0.0,,,0.0,,,,,,,,1.0,,
2026,Boston College Eagles,67,Michaela O'Connor,Michaela O'Connor,Michaela,O'Connor,Sr,D,22.0,13.0,13.0,,,0.0,,12.0,2.0,8.0,,,,2.0,,8.0
2026,Boston College Eagles,67,Lily Kondas,Lily Kondas,Lily,Kondas,Fr,ATT,2.0,13.0,3.0,12.0,4.0,16.0,24.0,1.0,11.0,,1.0,1.0,,,8.0,1.0
2026,Boston College Eagles,67,Caroline Chisholm,Caroline Chisholm,Caroline,Chisholm,Fr,M,9.0,13.0,6.0,5.0,1.0,6.0,12.0,13.0,6.0,7.0,3.0,2.0,,,2.0,8.0
2026,Boston College Eagles,67,Casey Colbert,Casey Colbert,Casey,Colbert,Sr,ATT,55.0,10.0,0.0,3.0,16.0,19.0,10.0,4.0,11.0,,2.0,2.0,,,,1.0
2026,Boston College Eagles,67,Lauren Herlihy,Lauren Herlihy,Lauren,Herlihy,Fr,M,17.0,1.0,0.0,,,0.0,,,,,,,,,1.0,
2026,Boston College Eagles,67,Rory Taylor,Rory Taylor,Rory,Taylor,Fr,DM,33.0,13.0,3.0,,,0.0,,3.0,,1.0,,,,1.0,,3.0
2026,Boston College Eagles,67,Marissa White,Marissa White,Marissa,White,Jr,ATT,3.0,13.0,13.0,32.0,8.0,40.0,84.0,9.0,13.0,3.0,5.0,2.0,,1.0,,1.0
2026,Boston College Eagles,67,Bella Abbott,Bella Abbott,Bella,Abbott,Jr,GK,21.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Boston U. Terriers,68,Avery Mather,Avery Mather,Avery,Mather,So,D,27.0,6.0,4.0,,,0.0,,1.0,1.0,1.0,,,,,,1.0
2026,Boston U. Terriers,68,Nia Carrera,Nia Carrera,Nia,Carrera,So,M,8.0,13.0,12.0,1.0,,1.0,2.0,11.0,6.0,8.0,1.0,1.0,,,4.0,13.0
2026,Boston U. Terriers,68,Haley Matusz,Haley Matusz,Haley,Matusz,Sr,M,20.0,10.0,1.0,,,0.0,,6.0,,3.0,,,,,,2.0
2026,Boston U. Terriers,68,Izabella Amonte,Izabella Amonte,Izabella,Amonte,Jr,ATT,6.0,13.0,13.0,17.0,1.0,18.0,48.0,,16.0,2.0,11.0,2.0,,2.0,,4.0
2026,Boston U. Terriers,68,Alyssa Mozi,Alyssa Mozi,Alyssa,Mozi,Sr,M,19.0,10.0,3.0,2.0,4.0,6.0,4.0,4.0,8.0,1.0,,,,,,
2026,Boston U. Terriers,68,Elle Stevenson,Elle Stevenson,Elle,Stevenson,Sr,M,43.0,13.0,12.0,29.0,2.0,31.0,62.0,9.0,25.0,2.0,9.0,4.0,,3.0,1.0,3.0
2026,Boston U. Terriers,68,Susie McGowan,Susie McGowan,Susie,McGowan,Jr,GK,30.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Boston U. Terriers,68,Jayne Feeney,Jayne Feeney,Jayne,Feeney,Sr,M,7.0,13.0,13.0,12.0,4.0,16.0,31.0,6.0,26.0,5.0,11.0,4.0,,2.0,22.0,10.0
2026,Boston U. Terriers,68,Alex Cutone,Alex Cutone,Alex,Cutone,Jr,ATT,2.0,11.0,1.0,8.0,1.0,9.0,16.0,2.0,8.0,2.0,2.0,2.0,,,,2.0
2026,Boston U. Terriers,68,Tessa Geddes,Tessa Geddes,Tessa,Geddes,Jr,M,18.0,13.0,13.0,31.0,7.0,38.0,60.0,25.0,26.0,10.0,10.0,8.0,,1.0,35.0,16.0
2026,Boston U. Terriers,68,Siri Hodgins,Siri Hodgins,Siri,Hodgins,Sr,D,25.0,13.0,13.0,,,0.0,,30.0,5.0,28.0,,,,1.0,2.0,9.0
2026,Boston U. Terriers,68,Zoe Inglis,Zoe Inglis,Zoe,Inglis,Jr,GK,34.0,3.0,0.0,,,0.0,,3.0,,,,,,,,
2026,Boston U. Terriers,68,Kaitlyn Barton,Kaitlyn Barton,Kaitlyn,Barton,So,M,14.0,13.0,13.0,,,0.0,,21.0,11.0,14.0,,,,,72.0,8.0
2026,Boston U. Terriers,68,Alexandra Burns,Alexandra Burns,Alexandra,Burns,So,D,10.0,13.0,13.0,,,0.0,,12.0,4.0,7.0,,,,,,9.0
2026,Boston U. Terriers,68,Natalie Aiosa,Natalie Aiosa,Natalie,Aiosa,Jr,GK,29.0,13.0,13.0,,,0.0,,12.0,2.0,2.0,,,,,,
2026,Boston U. Terriers,68,Catie O'Keefe,Catie O'Keefe,Catie,O'Keefe,Jr,D,28.0,4.0,3.0,,,0.0,,,,,,,,,,2.0
2026,Boston U. Terriers,68,Samantha Simpson,Samantha Simpson,Samantha,Simpson,Sr,M,12.0,6.0,0.0,,,0.0,,3.0,,3.0,,,,,,2.0
2026,Boston U. Terriers,68,Leah Hodgins,Leah Hodgins,Leah,Hodgins,Sr,M,26.0,8.0,4.0,5.0,3.0,8.0,12.0,7.0,6.0,2.0,,,,,1.0,1.0
2026,Boston U. Terriers,68,Reilly Walsh,Reilly Walsh,Reilly,Walsh,Jr,M,21.0,13.0,1.0,10.0,7.0,17.0,22.0,8.0,15.0,4.0,8.0,5.0,,2.0,16.0,6.0
2026,Boston U. Terriers,68,Eva Chouinard,Eva Chouinard,Eva,Chouinard,Sr,ATT,5.0,1.0,0.0,,,0.0,1.0,,1.0,,1.0,,,,,
2026,Boston U. Terriers,68,Abby Cotraro,Abby Cotraro,Abby,Cotraro,Sr,M,11.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,,,,
2026,Boston U. Terriers,68,Makenzie McDevitt,Makenzie McDevitt,Makenzie,McDevitt,Fr,M,31.0,9.0,3.0,12.0,3.0,15.0,30.0,3.0,9.0,1.0,5.0,3.0,,,,
2026,Boston U. Terriers,68,Gabrielle O'Brien,Gabrielle O'Brien,Gabrielle,O'Brien,Fr,M,24.0,9.0,0.0,5.0,1.0,6.0,12.0,,7.0,,2.0,1.0,,,,
2026,Boston U. Terriers,68,Mary Panley,Mary Panley,Mary,Panley,Fr,M,33.0,8.0,6.0,,1.0,1.0,,1.0,2.0,,,,,,2.0,2.0
2026,Boston U. Terriers,68,Dylan Rappoli,Dylan Rappoli,Dylan,Rappoli,So,D,32.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Boston U. Terriers,68,Avery Cutair,Avery Cutair,Avery,Cutair,Fr,ATT,22.0,13.0,13.0,4.0,21.0,25.0,12.0,3.0,25.0,4.0,4.0,1.0,,2.0,,3.0
2026,Boston U. Terriers,68,Karina Harrison,Karina Harrison,Karina,Harrison,Fr,M,1.0,5.0,0.0,3.0,1.0,4.0,3.0,,2.0,,2.0,2.0,,,5.0,
2026,Brown Bears,80,Fiona Vu,Fiona Vu,Fiona,Vu,Fr,M,47.0,2.0,0.0,,,0.0,1.0,1.0,,,,,,,,
2026,Brown Bears,80,Mackenzie Farley,Mackenzie Farley,Mackenzie,Farley,Fr,M,1.0,9.0,6.0,6.0,3.0,9.0,17.0,6.0,9.0,,2.0,,,,22.0,2.0
2026,Brown Bears,80,Tessie Batchelder,Tessie Batchelder,Tessie,Batchelder,Fr,ATT,19.0,11.0,11.0,20.0,8.0,28.0,45.0,6.0,17.0,3.0,12.0,6.0,,,,
2026,Brown Bears,80,Mackenzie Conway,Mackenzie Conway,Mackenzie,Conway,Fr,GK,73.0,11.0,11.0,,,0.0,,28.0,3.0,1.0,,,,,,1.0
2026,Brown Bears,80,Caroline Nozzolillo,Caroline Nozzolillo,Caroline,Nozzolillo,Fr,ATT,15.0,11.0,11.0,15.0,9.0,24.0,32.0,10.0,17.0,4.0,14.0,7.0,,2.0,3.0,
2026,Brown Bears,80,Kayla Davi,Kayla Davi,Kayla,Davi,Fr,M,12.0,9.0,6.0,3.0,,3.0,11.0,10.0,7.0,4.0,1.0,1.0,,,3.0,1.0
2026,Brown Bears,80,Kathleen Denvir,Kathleen Denvir,Kathleen,Denvir,Fr,ATT,3.0,8.0,4.0,,,0.0,,5.0,1.0,8.0,,,,,,1.0
2026,Brown Bears,80,Amelie Devine,Amelie Devine,Amelie,Devine,Fr,M,23.0,10.0,7.0,1.0,,1.0,1.0,2.0,5.0,4.0,,,,,,3.0
2026,Brown Bears,80,Annie Dignazio,Annie Dignazio,Annie,Dignazio,Fr,M,7.0,11.0,11.0,8.0,1.0,9.0,20.0,16.0,7.0,11.0,6.0,3.0,,1.0,37.0,
2026,Brown Bears,80,Adele Atherton,Adele Atherton,Adele,Atherton,Jr,ATT,25.0,11.0,0.0,8.0,7.0,15.0,12.0,5.0,13.0,,2.0,2.0,,,,
2026,Brown Bears,80,Grace Nemeroff,Grace Nemeroff,Grace,Nemeroff,Sr,ATT,9.0,4.0,0.0,,,0.0,2.0,1.0,1.0,,,,,,3.0,
2026,Brown Bears,80,Riley Peterson,Riley Peterson,Riley,Peterson,So,D,2.0,11.0,10.0,13.0,,13.0,35.0,13.0,7.0,5.0,7.0,2.0,,4.0,14.0,3.0
2026,Brown Bears,80,Annie O'Connor,Annie O'Connor,Annie,O'Connor,Sr,D,17.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Brown Bears,80,Molly Stephens,Molly Stephens,Molly,Stephens,Sr,ATT,28.0,3.0,1.0,,,0.0,,,,1.0,,,,,,
2026,Brown Bears,80,Taylor Cline,Taylor Cline,Taylor,Cline,Jr,ATT,39.0,2.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Brown Bears,80,Elle Udo,Elle Udo,Elle,Udo,Sr,M,40.0,8.0,2.0,,,0.0,,5.0,1.0,2.0,,,,,,
2026,Brown Bears,80,Caroline Shu,Caroline Shu,Caroline,Shu,So,D,26.0,8.0,1.0,,,0.0,,1.0,2.0,,,,,,11.0,1.0
2026,Brown Bears,80,Claire Murphy,Claire Murphy,Claire,Murphy,So,GK,60.0,5.0,0.0,1.0,3.0,4.0,2.0,,1.0,,,,,,,
2026,Brown Bears,80,Claire Mahoney,Claire Mahoney,Claire,Mahoney,Sr,GK,6.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Brown Bears,80,Goldie Aronson,Goldie Aronson,Goldie,Aronson,Sr,D,14.0,11.0,10.0,,,0.0,,13.0,3.0,13.0,,,,,,8.0
2026,Brown Bears,80,Rory Rothnie,Rory Rothnie,Rory,Rothnie,Jr,M,16.0,3.0,0.0,,,0.0,,2.0,1.0,,,,,,,
2026,Brown Bears,80,Caroline Korn,Caroline Korn,Caroline,Korn,Jr,D,13.0,11.0,11.0,,,0.0,,16.0,5.0,8.0,,,,,,2.0
2026,Brown Bears,80,Abigail Ball,Abigail Ball,Abigail,Ball,Sr,D,37.0,8.0,4.0,,,0.0,,4.0,1.0,,,,,,,2.0
2026,Brown Bears,80,Bae Bounds,Bae Bounds,Bae,Bounds,So,M,36.0,8.0,0.0,2.0,,2.0,5.0,1.0,1.0,2.0,,,,,2.0,3.0
2026,Brown Bears,80,Marley Wright,Marley Wright,Marley,Wright,Sr,M,22.0,9.0,1.0,4.0,1.0,5.0,9.0,5.0,,2.0,1.0,,,,3.0,1.0
2026,Brown Bears,80,Kate Spinks,Kate Spinks,Kate,Spinks,So,ATT,18.0,4.0,0.0,,,0.0,1.0,,1.0,,,,,,,
2026,Brown Bears,80,Ruby Sliwkowski,Ruby Sliwkowski,Ruby,Sliwkowski,Jr,M,11.0,11.0,11.0,28.0,19.0,47.0,56.0,12.0,29.0,4.0,15.0,9.0,,2.0,2.0,1.0
2026,Brown Bears,80,Kiki Tormey,Kiki Tormey,Kiki,Tormey,Sr,ATT,10.0,10.0,3.0,10.0,3.0,13.0,20.0,2.0,3.0,,5.0,2.0,,,1.0,
2026,Brown Bears,80,Mariama Camara,Mariama Camara,Mariama,Camara,Jr,M,24.0,5.0,0.0,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,
2026,Brown Bears,80,Caroline Morris,Caroline Morris,Caroline,Morris,So,D,34.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Brown Bears,80,Codi Johnson,Codi Johnson,Codi,Johnson,Jr,D,35.0,11.0,11.0,1.0,,1.0,1.0,13.0,4.0,5.0,,,,2.0,,6.0
2026,Bryant Bulldogs,81,Sierra Donis,Sierra Donis,Sierra,Donis,So,GK,24.0,12.0,12.0,,,0.0,,9.0,,1.0,,,,,,
2026,Bryant Bulldogs,81,Harper McGinley,Harper McGinley,Harper,McGinley,So,M,7.0,8.0,0.0,,,0.0,,4.0,1.0,4.0,,,,1.0,,
2026,Bryant Bulldogs,81,Kelly Morrison,Kelly Morrison,Kelly,Morrison,Sr,M,5.0,5.0,0.0,,,0.0,1.0,,,,,,,,,
2026,Bryant Bulldogs,81,Sara Tesche,Sara Tesche,Sara,Tesche,So,DM,32.0,3.0,0.0,,,0.0,,3.0,,1.0,,,,,,
2026,Bryant Bulldogs,81,Eli Torbay,Eli Torbay,Eli,Torbay,So,ATT,21.0,13.0,12.0,2.0,,2.0,4.0,16.0,2.0,10.0,1.0,1.0,,1.0,4.0,4.0
2026,Bryant Bulldogs,81,Gabriella Constant,Gabriella Constant,Gabriella,Constant,Jr,M,26.0,13.0,13.0,40.0,8.0,48.0,79.0,9.0,22.0,9.0,11.0,6.0,,1.0,2.0,1.0
2026,Bryant Bulldogs,81,Ashling Marshall,Ashling Marshall,Ashling,Marshall,So,M,18.0,9.0,1.0,12.0,2.0,14.0,23.0,6.0,10.0,2.0,8.0,6.0,,2.0,2.0,4.0
2026,Bryant Bulldogs,81,Ava Bartoli,Ava Bartoli,Ava,Bartoli,Jr,ATT,19.0,5.0,0.0,1.0,,1.0,2.0,,1.0,,,,,,,
2026,Bryant Bulldogs,81,Emma Wymes,Emma Wymes,Emma,Wymes,Sr,M,6.0,6.0,0.0,5.0,3.0,8.0,15.0,,1.0,,1.0,,,,,
2026,Bryant Bulldogs,81,Kelly Ford,Kelly Ford,Kelly,Ford,Sr,D,42.0,8.0,5.0,,1.0,1.0,,11.0,4.0,4.0,,,,1.0,1.0,2.0
2026,Bryant Bulldogs,81,Jessica Wilhelm,Jessica Wilhelm,Jessica,Wilhelm,Jr,M,8.0,13.0,13.0,,,0.0,1.0,14.0,4.0,7.0,,,,1.0,,1.0
2026,Bryant Bulldogs,81,Rylee Slate,Rylee Slate,Rylee,Slate,So,M,43.0,13.0,13.0,6.0,3.0,9.0,23.0,4.0,8.0,5.0,5.0,1.0,,2.0,2.0,2.0
2026,Bryant Bulldogs,81,Peyton Bosshardt,Peyton Bosshardt,Peyton,Bosshardt,Jr,ATT,10.0,7.0,0.0,,,0.0,2.0,,4.0,,,,,,,
2026,Bryant Bulldogs,81,Elise Larsen,Elise Larsen,Elise,Larsen,Jr,M,16.0,13.0,12.0,14.0,21.0,35.0,31.0,9.0,9.0,7.0,3.0,1.0,,,2.0,1.0
2026,Bryant Bulldogs,81,Isabella Cardi,Isabella Cardi,Isabella,Cardi,Jr,GK,30.0,4.0,1.0,,,0.0,,5.0,,1.0,,,,,,
2026,Bryant Bulldogs,81,Grayson Woodward,Grayson Woodward,Grayson,Woodward,Jr,M,14.0,9.0,1.0,2.0,7.0,9.0,3.0,3.0,10.0,,,,,,,
2026,Bryant Bulldogs,81,Caroline Stone,Caroline Stone,Caroline,Stone,So,ATT,31.0,4.0,0.0,,,0.0,2.0,,2.0,,1.0,,,,,
2026,Bryant Bulldogs,81,Mia Dye,Mia Dye,Mia,Dye,So,ATT,44.0,2.0,0.0,,,0.0,,,,,,,,,1.0,
2026,Bryant Bulldogs,81,Keira Baglio,Keira Baglio,Keira,Baglio,Jr,D,4.0,5.0,1.0,,,0.0,,2.0,3.0,2.0,,,,2.0,1.0,1.0
2026,Bryant Bulldogs,81,Riley Novak,Riley Novak,Riley,Novak,So,D,22.0,10.0,7.0,,,0.0,2.0,8.0,5.0,7.0,,,,1.0,1.0,1.0
2026,Bryant Bulldogs,81,Jessica Tosone,Jessica Tosone,Jessica,Tosone,Sr,D,11.0,13.0,13.0,,3.0,3.0,2.0,29.0,8.0,30.0,,,,2.0,30.0,
2026,Bryant Bulldogs,81,Riley O'Mara,Riley O'Mara,Riley,O'Mara,Sr,M,13.0,13.0,13.0,24.0,2.0,26.0,50.0,10.0,12.0,8.0,6.0,1.0,,2.0,2.0,3.0
2026,Bryant Bulldogs,81,Malin-Skye Turnquist,Malin-Skye Turnquist,Malin-Skye,Turnquist,Jr,M,25.0,13.0,0.0,5.0,,5.0,12.0,1.0,10.0,,2.0,1.0,,,,1.0
2026,Bryant Bulldogs,81,Kolbi Spencer,Kolbi Spencer,Kolbi,Spencer,Jr,M,40.0,5.0,0.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0
2026,Bryant Bulldogs,81,Cara Lawton,Cara Lawton,Cara,Lawton,So,ATT,17.0,2.0,0.0,,,0.0,2.0,,,,,,,,,
2026,Bryant Bulldogs,81,Kaelynn O'Brien,Kaelynn O'Brien,Kaelynn,O'Brien,Jr,DM,2.0,13.0,13.0,1.0,2.0,3.0,7.0,30.0,14.0,37.0,2.0,1.0,,5.0,34.0,6.0
2026,Bryant Bulldogs,81,Emily Degeorge,Emily Degeorge,Emily,Degeorge,Sr,M,20.0,12.0,12.0,34.0,6.0,40.0,64.0,6.0,15.0,7.0,7.0,3.0,,1.0,2.0,3.0
2026,Bryant Bulldogs,81,Katie Mahony,Katie Mahony,Katie,Mahony,Jr,ATT,27.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Bryant Bulldogs,81,Eliza Babyak,Eliza Babyak,Eliza,Babyak,Fr,,12.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Bryant Bulldogs,81,Kaelyn Barry,Kaelyn Barry,Kaelyn,Barry,Fr,M,9.0,3.0,0.0,,,0.0,2.0,,,,,,,,,1.0
2026,Bryant Bulldogs,81,Sierra Barbosa,Sierra Barbosa,Sierra,Barbosa,Fr,ATT,33.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Bryant Bulldogs,81,Charlotte Pithie,Charlotte Pithie,Charlotte,Pithie,Fr,GK,47.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Bryant Bulldogs,81,Brynn Kehl,Brynn Kehl,Brynn,Kehl,Fr,D,28.0,3.0,1.0,,,0.0,,,1.0,1.0,,,,,,
