date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y,na.x,na_2.x,na_3.x,na_4.x,na_5.x,na_6.x,na.y,na_2.y,na_3.y,na_4.y,na_5.y,na_6.y
2021-04-10,Boston U. Terriers,Colgate,Away,FALSE,14,10,NA,1,14,9,23,39,24,1,0,22,17,6,12,27,9,630,60:00,10,13,0,0,0,0,0,21,22,0.955,NA,1,10,7,17,43,23,4,0,26,14,5,15,27,2,120,60:00,14,10,0,0,0,0,0,13,16,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Boston U. Terriers,Army West Point,Away,FALSE,8,14,NA,1,8,4,12,31,18,1,0,33,19,6,9,26,9,450,60:00,14,17,0,0,0,0,0,18,20,0.9,NA,1,14,11,25,55,31,3,0,41,14,8,17,26,7,240,60:00,8,10,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-23,Boston U. Terriers,Brown,Home,FALSE,5,12,NA,1,5,2,7,31,16,1,0,29,18,9,5,21,1,30,60:00,12,15,0,0,0,0,0,20,27,0.741,NA,1,12,6,18,48,27,0,0,34,18,9,16,21,3,120,60:00,5,11,0,0,0,0,0,17,18,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-04,Boston U. Terriers,Colgate,Home,FALSE,8,11,NA,1,8,4,12,40,21,0,0,27,17,12,6,22,6,240,60:00,11,12,0,0,0,0,0,22,24,0.917,NA,1,11,5,16,38,23,1,0,51,20,10,16,22,1,60,60:00,8,13,0,0,0,0,0,17,23,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-23,Brown Bears,Boston U.,Away,FALSE,12,5,NA,1,12,6,18,48,27,0,0,34,18,9,16,21,3,120,60:00,5,11,0,0,0,0,0,17,18,0.944,NA,1,5,2,7,31,16,1,0,29,18,9,5,21,1,30,60:00,12,15,0,0,0,0,0,20,27,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Bryant Bulldogs,Providence,Home,FALSE,9,8,NA,1,9,8,17,37,21,0,0,34,20,8,13,21,3,120,60:00,8,16,0,0,0,0,0,21,25,0.84,NA,1,8,5,13,43,24,1,0,32,16,7,8,21,7,210,60:00,9,12,0,0,0,0,0,19,23,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Bryant Bulldogs,Stony Brook,Away,FALSE,8,14,NA,1,8,4,12,41,24,1,0,32,17,6,18,26,5,210,60:00,14,10,0,0,0,0,0,16,16,1,NA,1,14,9,23,40,24,1,0,34,13,7,8,26,6,180,60:00,8,16,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Bryant Bulldogs,Vermont,Home,FALSE,15,12,NA,1,15,8,23,42,28,2,0,46,19,11,15,29,2,90,60:00,12,9,0,0,0,0,0,20,25,0.8,NA,1,12,6,18,36,21,1,0,39,20,8,14,29,5,270,60:00,15,13,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Bryant Bulldogs,Merrimack,Home,FALSE,20,8,NA,1,20,10,30,61,41,3,1,31,13,9,20,32,2,90,60:00,8,9,0,0,0,0,0,19,21,0.905,NA,1,8,7,15,23,17,0,0,26,16,11,12,32,7,330,60:00,20,21,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,Bryant Bulldogs,Wagner,Away,FALSE,18,5,NA,1,18,8,26,49,32,1,0,42,15,9,19,26,4,210,60:00,5,13,0,0,0,0,0,24,24,1,NA,1,5,4,9,30,18,0,0,30,18,9,7,26,2,60,60:00,18,14,0,0,0,0,0,22,25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Bryant Bulldogs,Merrimack,Away,FALSE,11,10,NA,1,11,6,17,33,22,2,0,28,20,8,13,24,5,240,60:00,10,13,0,0,0,0,0,19,21,0.905,NA,1,10,2,12,32,23,2,0,30,21,8,11,24,2,120,60:00,11,11,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Bryant Bulldogs,Hobart,Home,FALSE,10,11,NA,1,10,6,16,49,33,2,0,40,18,12,15,24,7,300,60:00,11,14,0,0,0,0,0,21,26,0.808,NA,1,11,3,14,41,25,0,0,33,21,7,9,24,10,360,60:00,10,23,0,0,0,0,0,23,27,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Bryant Bulldogs,Saint Joseph's,Home,FALSE,5,13,NA,1,5,2,7,43,20,0,0,26,18,12,2,22,4,150,60:00,13,17,0,0,0,0,0,22,26,0.846,NA,1,13,7,20,45,30,2,0,52,25,7,20,22,5,270,60:00,5,15,0,0,0,0,0,20,26,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Bryant Bulldogs,Sacred Heart,Away,FALSE,20,12,NA,1,20,8,28,51,30,1,0,34,13,8,23,36,3,150,48:48,12,12,0,0,0,0,0,19,19,1,NA,1,12,9,21,42,24,3,0,35,16,5,13,36,5,150,48:48,20,10,0,0,0,0,0,24,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-27,Bryant Bulldogs,LIU,Away,FALSE,20,17,NA,1,20,9,29,78,50,1,0,49,8,4,30,41,3,120,60:00,17,9,0,0,0,0,0,14,15,0.933,NA,1,17,9,26,37,26,1,0,24,13,3,11,41,13,540,60:00,20,30,0,0,0,0,0,23,28,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,Bryant Bulldogs,Hobart,Away,FALSE,14,12,NA,1,14,4,18,36,22,1,0,28,19,6,13,29,4,210,60:00,12,17,0,0,0,0,0,18,22,0.818,NA,1,12,8,20,59,29,1,0,38,15,12,16,29,3,150,60:00,14,8,0,0,0,0,0,18,19,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,Bryant Bulldogs,Saint Joseph's,Away,FALSE,16,10,NA,1,16,7,23,47,27,1,0,45,13,6,17,30,4,180,60:00,10,18,0,0,0,0,0,21,24,0.875,NA,1,10,4,14,49,28,0,0,31,15,7,13,30,2,120,60:00,16,11,0,0,0,0,0,19,23,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-16,Bryant Bulldogs,Virginia,Away,FALSE,11,13,NA,1,11,6,17,47,29,1,0,31,12,5,16,27,2,90,60:00,13,8,0,0,0,0,0,17,20,0.85,NA,1,13,9,22,38,21,0,0,44,11,8,11,27,5,210,60:00,11,18,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-07,Bucknell Bison,Cleveland St.,Home,FALSE,15,9,NA,1,15,8,23,41,29,0,0,38,17,18,13,25,7,450,60:00,9,8,0,0,0,0,0,19,25,0.76,NA,1,9,6,15,32,17,0,0,34,25,13,12,25,1,30,60:00,15,14,0,0,0,0,0,19,26,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,Bucknell Bison,Lehigh,Home,FALSE,6,18,NA,1,6,5,11,38,21,0,0,20,15,7,10,29,8,390,60:00,18,15,0,0,0,0,0,15,19,0.789,NA,1,18,14,32,50,33,2,0,52,16,12,19,29,4,120,60:00,6,15,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Bucknell Bison,Loyola Maryland,Away,FALSE,10,24,NA,1,10,8,18,37,23,2,0,37,15,6,15,37,6,300,60:00,24,9,0,0,0,0,0,10,13,0.769,NA,1,24,20,44,51,33,3,0,44,11,10,22,37,3,150,60:00,10,13,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-28,Bucknell Bison,Navy,Away,FALSE,10,13,NA,1,10,5,15,47,27,2,0,38,18,6,15,24,3,180,60:00,13,10,0,0,0,0,0,19,21,0.905,NA,1,13,11,24,35,23,2,0,42,15,11,9,24,7,270,60:00,10,17,0,0,0,0,0,26,29,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Bucknell Bison,Colgate,Home,FALSE,9,10,NA,1,9,5,14,48,27,1,0,36,9,8,8,23,1,60,60:00,10,9,0,0,0,0,0,20,21,0.952,NA,1,10,6,16,37,19,0,0,29,14,3,15,23,6,300,60:00,9,18,0,0,0,0,0,14,23,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Bucknell Bison,Lafayette,Home,FALSE,14,6,NA,1,14,9,23,53,30,2,0,43,15,16,13,24,8,360,60:00,6,15,0,0,0,0,0,20,25,0.8,NA,1,6,3,9,41,21,2,0,23,21,7,11,24,2,60,60:00,14,16,0,0,0,0,0,16,25,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-16,Bucknell Bison,Robert Morris,Home,FALSE,7,8,NA,1,7,3,10,31,20,0,0,29,18,13,9,19,1,60,60:00,8,9,0,0,0,0,0,22,27,0.815,NA,1,8,6,14,34,17,0,0,40,23,12,10,19,2,90,60:00,7,13,0,0,0,0,0,23,27,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Bucknell Bison,Lehigh,Away,FALSE,12,18,NA,1,12,9,21,44,24,2,0,27,13,8,9,33,6,270,60:00,18,13,0,0,0,0,0,16,18,0.889,NA,1,18,16,34,44,31,2,1,43,14,8,24,33,4,210,60:00,12,12,0,0,0,0,0,16,21,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Canisius Golden Griffins,Siena,Away,FALSE,8,7,NA,1,8,3,11,30,15,0,0,31,27,5,10,19,2,90,60:00,7,12,0,0,0,0,0,19,24,0.792,NA,1,7,6,13,31,19,0,0,33,23,6,9,19,1,30,60:00,8,7,0,0,0,0,0,19,24,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Canisius Golden Griffins,Manhattan,Home,FALSE,7,10,NA,1,7,5,12,36,21,2,0,32,21,12,15,21,3,120,60:00,10,4,0,0,0,0,0,15,19,0.789,NA,1,10,5,15,25,14,0,0,23,22,9,6,21,6,330,60:00,7,14,0,0,0,0,0,20,28,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Canisius Golden Griffins,Siena,Away,FALSE,12,10,NA,1,12,9,21,30,25,2,0,34,26,5,17,26,4,300,60:00,10,12,0,0,0,0,0,14,22,0.636,NA,1,10,6,16,50,22,0,0,36,13,18,9,26,3,150,60:00,12,13,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-02,Canisius Golden Griffins,Detroit Mercy,Home,FALSE,5,13,NA,1,5,3,8,29,19,2,0,24,19,7,8,20,3,150,60:00,13,12,0,0,0,0,0,15,24,0.625,NA,1,13,8,21,40,25,0,0,24,21,5,12,20,4,180,60:00,5,14,0,0,0,0,0,20,26,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-06,Canisius Golden Griffins,St. Bonaventure,Home,FALSE,11,9,NA,1,11,8,19,43,26,1,0,37,19,7,17,24,3,180,59:43,9,9,0,0,0,0,0,19,24,0.792,NA,1,9,4,13,32,18,0,0,26,20,8,7,24,6,270,59:43,11,15,0,0,0,0,0,18,24,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-11,Canisius Golden Griffins,St. Bonaventure,Away,FALSE,11,12,NA,1,11,3,14,45,26,2,0,25,11,9,15,25,6,270,60:00,12,11,0,0,0,0,0,16,17,0.941,NA,1,12,8,20,39,23,3,0,30,15,7,10,25,5,210,60:00,11,15,0,0,0,0,0,22,25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Canisius Golden Griffins,Quinnipiac,Away,FALSE,12,16,NA,1,12,4,16,52,27,1,0,19,13,9,10,32,6,300,60:00,16,11,0,0,0,0,0,19,22,0.864,NA,1,16,11,27,47,27,3,0,29,19,9,22,32,8,330,60:00,12,15,0,0,0,0,0,14,18,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-23,Canisius Golden Griffins,Monmouth,Home,FALSE,8,7,NA,1,8,6,14,33,19,2,0,23,17,8,6,18,3,120,60:00,7,13,0,0,0,0,0,25,28,0.893,NA,1,7,1,8,41,20,0,0,35,21,7,12,18,5,300,60:00,8,11,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Canisius Golden Griffins,Marist,Home,FALSE,14,13,NA,1,14,9,23,42,22,3,0,36,23,7,20,30,2,90,60:00,13,14,0,0,0,0,0,13,18,0.722,NA,1,13,8,21,46,27,2,0,27,17,11,10,30,4,210,60:00,14,8,0,0,0,0,0,21,29,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,Canisius Golden Griffins,Manhattan,Away,FALSE,5,10,NA,1,5,4,9,29,17,1,0,24,20,6,7,18,3,120,60:00,10,14,0,0,0,0,0,18,19,0.947,NA,1,10,5,15,38,24,0,0,33,17,10,11,18,4,180,60:00,5,12,0,0,0,0,0,22,27,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Cleveland St. Vikings,Mercer,Away,FALSE,9,10,NA,1,9,5,14,28,19,1,0,26,22,10,8,21,6,210,60:00,10,17,0,0,0,0,0,15,19,0.789,NA,1,10,5,15,42,27,1,0,24,21,9,13,21,8,330,60:00,9,10,0,0,0,0,0,15,18,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-07,Cleveland St. Vikings,Bucknell,Away,FALSE,9,15,NA,1,9,6,15,32,17,0,0,34,25,13,12,25,1,30,60:00,15,14,0,0,0,0,0,19,26,0.731,NA,1,15,8,23,41,29,0,0,38,17,18,13,25,7,450,60:00,9,8,0,0,0,0,0,19,25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Cleveland St. Vikings,Bellarmine,Away,FALSE,8,1,NA,1,8,7,15,30,24,1,0,16,13,6,8,12,3,150,60:00,1,17,0,0,0,0,0,21,22,0.955,NA,1,1,1,2,39,18,0,0,22,14,6,4,12,6,300,60:00,8,16,0,0,0,0,0,19,26,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Cleveland St. Vikings,Notre Dame,Away,FALSE,5,19,NA,1,5,4,9,30,16,1,0,24,12,5,6,28,1,60,60:00,19,13,0,0,0,0,0,17,19,0.895,NA,1,19,11,30,57,32,1,0,41,11,8,22,28,5,240,60:00,5,11,0,0,0,0,0,20,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Cleveland St. Vikings,Marquette,Away,FALSE,5,10,NA,1,5,2,7,35,14,0,0,24,21,4,12,19,4,120,60:00,10,7,0,0,0,0,0,17,19,0.895,NA,1,10,7,17,33,17,0,0,22,11,10,7,19,2,90,60:00,5,9,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Cleveland St. Vikings,VMI,Home,FALSE,16,4,NA,1,16,13,29,52,26,0,0,39,17,6,15,25,1,30,60:00,4,11,0,0,0,0,0,23,24,0.958,NA,1,4,0,4,33,15,0,0,15,17,8,10,25,3,90,60:00,16,10,0,0,0,0,0,15,21,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Cleveland St. Vikings,Robert Morris,Away,FALSE,7,15,NA,1,7,2,9,31,17,0,0,25,30,6,10,24,2,90,60:00,15,17,0,0,0,0,0,20,28,0.714,NA,1,15,7,22,53,32,0,0,38,16,14,14,24,1,60,60:00,7,10,0,0,0,0,0,20,23,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Cleveland St. Vikings,Bellarmine,Away,FALSE,4,11,NA,1,4,4,8,16,7,0,0,23,27,12,8,19,1,60,60:00,11,5,0,0,0,0,0,18,24,0.75,NA,1,11,8,19,27,16,0,0,26,23,17,11,19,2,90,60:00,4,3,0,0,0,0,0,21,23,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Cleveland St. Vikings,Utah,Home,FALSE,9,11,NA,1,9,6,15,42,24,2,0,37,15,15,8,22,3,90,59:15,11,7,0,0,0,0,0,24,25,0.96,NA,1,11,5,16,32,18,1,0,25,24,5,14,22,4,120,59:15,9,15,0,0,0,0,0,17,25,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Cleveland St. Vikings,VMI,Away,FALSE,14,11,NA,1,14,3,17,31,21,0,0,35,27,7,20,29,2,60,60:00,11,7,0,0,0,0,0,31,38,0.816,NA,1,11,7,18,41,18,1,0,29,16,17,9,29,2,60,60:00,14,7,0,0,0,0,0,20,24,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,Colgate Raiders,Robert Morris,Home,FALSE,14,17,NA,1,14,13,27,42,28,1,0,29,19,4,16,36,3,120,60:00,17,17,0,0,0,0,0,18,21,0.857,NA,1,17,10,27,48,34,1,0,42,12,7,20,36,4,180,60:00,14,14,0,0,0,0,0,15,17,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Colgate Raiders,UAlbany,Away,FALSE,9,15,NA,1,9,5,14,27,19,1,0,23,20,5,13,27,2,150,60:00,15,7,0,0,0,0,0,14,15,0.933,NA,1,15,12,27,32,22,1,0,37,18,8,14,27,5,270,60:00,9,10,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Colgate Raiders,Holy Cross,Home,FALSE,12,11,1,1,12,7,19,40,24,0,0,31,19,5,20,27,2,60,64:00,11,9,0,0,0,0,0,12,19,0.632,1,1,11,5,16,37,20,0,0,19,17,6,7,27,0,0,64:00,12,12,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Colgate Raiders,Boston U.,Away,FALSE,11,16,NA,1,11,4,15,28,22,1,0,31,21,5,15,28,4,180,60:00,16,15,0,0,0,0,0,20,27,0.741,NA,1,16,7,23,50,31,1,0,34,13,9,13,28,2,180,60:00,11,11,0,0,0,0,0,23,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-28,Colgate Raiders,Lehigh,Home,FALSE,10,15,NA,1,10,3,13,35,19,2,0,29,19,7,9,29,2,60,60:00,15,13,0,0,0,0,0,12,16,0.75,NA,1,15,5,20,41,28,1,0,29,14,3,20,29,3,180,60:00,10,9,0,0,0,0,0,13,17,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Colgate Raiders,Bucknell,Away,FALSE,10,9,NA,1,10,6,16,37,19,0,0,29,14,3,15,23,6,300,60:00,9,18,0,0,0,0,0,14,23,0.609,NA,1,9,5,14,48,27,1,0,36,9,8,8,23,1,60,60:00,10,9,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Colgate Raiders,Boston U.,Home,FALSE,10,14,NA,1,10,7,17,43,23,4,0,26,14,5,15,27,2,120,60:00,14,10,0,0,0,0,0,13,16,0.812,NA,1,14,9,23,39,24,1,0,22,17,6,12,27,9,630,60:00,10,13,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Colgate Raiders,Army West Point,Away,FALSE,11,13,NA,1,11,6,17,39,24,3,0,39,19,5,13,28,0,0,60:00,13,13,0,0,0,0,0,12,21,0.571,NA,1,13,6,19,39,26,0,0,40,11,17,15,28,4,180,60:00,11,13,0,0,0,0,0,14,18,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-04,Colgate Raiders,Boston U.,Away,FALSE,11,8,NA,1,11,5,16,38,23,1,0,51,20,10,16,22,1,60,60:00,8,13,0,0,0,0,0,17,23,0.739,NA,1,8,4,12,40,21,0,0,27,17,12,6,22,6,240,60:00,11,12,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-07,Colgate Raiders,Lehigh,Away,FALSE,9,13,NA,1,9,7,16,35,18,0,0,36,16,9,8,26,1,60,60:00,13,8,0,0,0,0,0,16,17,0.941,NA,1,13,8,21,38,21,1,0,47,23,8,18,26,1,60,60:00,9,9,0,0,0,0,0,20,26,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-25,Dartmouth Big Green,Tufts,Home,FALSE,9,15,NA,1,9,7,16,37,20,0,0,34,26,10,18,28,5,240,60:00,15,20,0,0,0,0,0,19,27,0.704,NA,1,15,14,29,74,35,2,0,34,14,15,10,28,4,180,60:00,9,11,0,0,0,0,0,23,25,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-17,Delaware Blue Hens,Mount St. Mary's,Away,FALSE,7,10,NA,1,7,3,10,25,17,1,0,18,17,5,8,21,0,0,60:00,10,17,0,0,0,0,0,19,23,0.826,NA,1,10,4,14,39,27,0,0,34,12,10,13,21,3,180,60:00,7,10,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Delaware Blue Hens,NJIT,Away,FALSE,15,4,NA,1,15,8,23,53,35,2,0,35,15,9,11,23,2,60,60:00,4,9,0,0,0,0,0,24,25,0.96,NA,1,4,2,6,45,13,1,0,24,11,7,12,23,7,360,60:00,15,20,0,0,0,0,0,18,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-23,Delaware Blue Hens,Saint Joseph's,Home,FALSE,16,13,NA,1,16,9,25,39,22,0,1,35,13,9,11,33,8,300,60:00,13,16,0,0,0,0,0,17,22,0.773,NA,1,13,6,19,54,29,2,0,35,17,8,22,33,2,90,60:00,16,6,0,0,0,0,0,9,13,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Delaware Blue Hens,Bellarmine,Home,FALSE,14,11,NA,1,14,8,22,42,23,0,0,44,23,10,21,29,1,30,60:00,11,9,0,0,0,0,0,14,17,0.824,NA,1,11,2,13,27,20,0,0,31,21,13,8,29,5,150,60:00,14,9,0,0,0,0,0,25,28,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Delaware Blue Hens,Fairfield,Away,FALSE,17,9,NA,1,17,14,31,53,32,4,0,39,11,11,15,30,4,120,60:00,9,9,0,0,0,0,0,13,15,0.867,NA,1,9,5,14,27,18,3,0,33,22,4,15,30,9,390,60:00,17,15,0,0,0,0,0,17,24,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Delaware Blue Hens,Drexel,Away,FALSE,19,12,NA,1,19,8,27,49,25,1,0,29,16,8,14,34,2,90,60:00,12,11,0,0,0,0,0,19,22,0.864,NA,1,12,7,19,37,23,1,0,34,16,6,20,34,2,90,60:00,19,6,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Delaware Blue Hens,Towson,Home,FALSE,13,12,1,1,13,5,18,41,25,1,0,28,19,8,14,28,2,120,61:19,12,11,0,0,0,0,0,23,24,0.958,1,1,12,8,20,37,23,0,0,37,14,15,14,28,2,90,61:19,13,12,0,0,0,0,0,17,21,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-02,Delaware Blue Hens,Fairfield,Home,FALSE,16,11,NA,1,16,11,27,54,32,1,0,41,21,9,17,30,5,180,60:00,11,13,0,0,0,0,0,23,26,0.885,NA,1,11,6,17,39,24,1,0,32,20,8,13,30,2,120,60:00,16,16,0,0,0,0,0,19,23,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Delaware Blue Hens,Drexel,Home,FALSE,9,12,NA,1,9,7,16,40,21,1,0,35,12,3,14,25,4,180,60:00,12,14,0,0,0,0,0,18,19,0.947,NA,1,12,5,17,40,26,1,0,34,12,7,11,25,3,180,60:00,9,12,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Delaware Blue Hens,Hofstra,Away,FALSE,14,13,1,1,14,9,23,43,27,1,0,29,11,5,12,29,4,120,64:00,13,12,0,0,0,0,0,16,19,0.842,1,1,13,5,18,46,25,1,0,33,11,7,17,29,7,330,64:00,14,13,0,0,0,0,0,18,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Delaware Blue Hens,Towson,Away,FALSE,16,8,NA,1,16,10,26,32,23,0,0,38,10,7,16,24,4,150,60:00,8,13,0,0,0,0,0,19,20,0.95,NA,1,8,3,11,35,21,1,0,24,14,7,8,24,1,60,60:00,16,7,0,0,0,0,0,16,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Delaware Blue Hens,Massachusetts,Home,FALSE,9,6,NA,1,9,3,12,43,23,1,0,37,18,11,7,17,2,60,60:00,6,13,0,0,0,0,0,20,21,0.952,NA,1,6,3,9,32,19,0,0,29,17,8,10,17,8,420,60:00,9,14,0,0,0,0,0,18,19,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,Delaware Blue Hens,Hofstra,Away,FALSE,9,10,NA,1,9,5,14,45,20,0,0,38,10,4,13,23,1,60,60:00,10,7,0,0,0,0,0,14,15,0.933,NA,1,10,0,10,31,17,0,0,22,12,3,10,23,2,60,60:00,9,11,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
