season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,rc,yc,gc,draw_controls
2025,George Mason,248,7.0,Daniella Jimenez,Daniella Jimenez,Daniella,Jimenez,So,ATT,9.0,9.0,28.0,5.0,33.0,60.0,48.0,4.0,8773892,1.0,7.0,19.0,10.0,7.0,,3.0,1.0,
2025,George Mason,248,5.0,Maya Jaeger,Maya Jaeger,Maya,Jaeger,So,D,10.0,1.0,,,0.0,,,,8773923,,1.0,1.0,,,,,,
2025,George Mason,248,33.0,Victoria Bates,Victoria Bates,Victoria,Bates,So,GK,1.0,0.0,,,0.0,,,,8767793,,1.0,,,,,,,
2025,George Mason,248,26.0,Maddie Holloway,Maddie Holloway,Maddie,Holloway,Jr,GK,6.0,0.0,,,0.0,,,1.0,8767814,,1.0,1.0,,,,,,
2025,George Mason,248,16.0,Kate Anders,Kate Anders,Kate,Anders,Jr,M,17.0,17.0,40.0,10.0,50.0,92.0,70.0,12.0,8768698,18.0,29.0,38.0,15.0,7.0,,10.0,16.0,32.0
2025,George Mason,248,3.0,Brynn Belmont,Brynn Belmont,Brynn,Belmont,Jr,ATT,14.0,2.0,1.0,4.0,5.0,10.0,7.0,1.0,8770009,,10.0,5.0,3.0,,,,1.0,
2025,George Mason,248,42.0,Isabella Kellogg,Isabella Kellogg,Isabella,Kellogg,So,M,17.0,14.0,,,0.0,,,9.0,8780555,12.0,16.0,5.0,,,,2.0,3.0,1.0
2025,George Mason,248,13.0,Avery Smith,Avery Smith,Avery,Smith,Fr,ATT,2.0,0.0,,,0.0,1.0,,,9171775,1.0,1.0,,1.0,,,,,
2025,George Mason,248,17.0,Lauren Distad,Lauren Distad,Lauren,Distad,Sr,ATT,17.0,17.0,12.0,2.0,14.0,25.0,21.0,6.0,8777264,2.0,28.0,14.0,2.0,1.0,,,5.0,105.0
2025,George Mason,248,19.0,Riley Ellis,Riley Ellis,Riley,Ellis,Jr,M,17.0,11.0,9.0,10.0,19.0,24.0,17.0,7.0,8777301,,23.0,22.0,4.0,1.0,,,5.0,1.0
2025,George Mason,248,6.0,Hailey Zutic,Hailey Zutic,Hailey,Zutic,Jr,D,17.0,17.0,,,0.0,,,9.0,8778353,24.0,19.0,3.0,,,,5.0,3.0,
2025,George Mason,248,11.0,Dahila Trippel,Dahila Trippel,Dahila,Trippel,Jr,M,16.0,16.0,38.0,5.0,43.0,85.0,68.0,11.0,8778458,14.0,21.0,22.0,13.0,3.0,,2.0,16.0,16.0
2025,George Mason,248,20.0,Regan Bestick,Regan Bestick,Regan,Bestick,Jr,GK,17.0,17.0,,,0.0,,,3.0,8778429,2.0,19.0,3.0,,,,,,
2025,George Mason,248,2.0,Kaitlyn Bestick,Kaitlyn Bestick,Kaitlyn,Bestick,Jr,M,17.0,17.0,19.0,6.0,25.0,37.0,31.0,9.0,8776193,12.0,32.0,17.0,3.0,2.0,,5.0,10.0,27.0
2025,George Mason,248,1.0,Maddie Charland,Maddie Charland,Maddie,Charland,Sr,ATT,7.0,0.0,,,0.0,1.0,1.0,1.0,8776350,,2.0,2.0,,,,,1.0,
2025,George Mason,248,8.0,Catherine Pollard,Catherine Pollard,Catherine,Pollard,Fr,ATT,14.0,8.0,13.0,7.0,20.0,32.0,28.0,4.0,9171206,,13.0,15.0,3.0,1.0,,,3.0,2.0
2025,George Mason,248,12.0,Giselle Torain,Giselle Torain,Giselle,Torain,Fr,M,17.0,17.0,7.0,7.0,14.0,22.0,17.0,13.0,9171207,8.0,29.0,21.0,7.0,2.0,,1.0,6.0,17.0
2025,George Mason,248,36.0,Camryn Myers,Camryn Myers,Camryn,Myers,Fr,M,17.0,3.0,9.0,2.0,11.0,21.0,17.0,4.0,9171228,4.0,14.0,11.0,4.0,2.0,,,1.0,2.0
2025,George Mason,248,4.0,Julia Pollard,Julia Pollard,Julia,Pollard,Fr,D,15.0,15.0,1.0,,1.0,2.0,2.0,13.0,9171205,15.0,21.0,7.0,,,,5.0,1.0,2.0
2025,George Mason,248,22.0,Emma Telatovich,Emma Telatovich,Emma,Telatovich,Sr,D,17.0,17.0,,,0.0,2.0,1.0,22.0,9171223,12.0,18.0,10.0,,,,3.0,,3.0
2025,George Mason,248,34.0,Isabella Munz,Isabella Munz,Isabella,Munz,Fr,ATT,13.0,0.0,,,0.0,,,,9171226,1.0,,2.0,,,,,,6.0
2025,George Mason,248,21.0,Emory-Grace Reed,Emory-Grace Reed,Emory-Grace,Reed,Fr,D,2.0,0.0,,,0.0,,,,9171220,,,,,,,,,
2025,George Mason,248,30.0,Marley Danielsson,Marley Danielsson,Marley,Danielsson,Fr,D,8.0,3.0,,,0.0,,,3.0,9171225,4.0,3.0,1.0,,,,,,
2025,George Washington,249,9.0,Emma McLaughlin,Emma McLaughlin,Emma,McLaughlin,Sr,M,12.0,1.0,5.0,3.0,8.0,13.0,10.0,,8770072,,2.0,5.0,2.0,,,,,
2025,George Washington,249,4.0,Katie Hipp,Katie Hipp,Katie,Hipp,Sr,D,17.0,17.0,,,0.0,,,13.0,8766250,14.0,39.0,4.0,,,,,,
2025,George Washington,249,18.0,Arden Bogle,Arden Bogle,Arden,Bogle,So,GK,5.0,0.0,,,0.0,1.0,,,8767103,,3.0,,1.0,,,,,
2025,George Washington,249,40.0,Carleigh Callahan,Carleigh Callahan,Carleigh,Callahan,Jr,ATT,2.0,0.0,,,0.0,1.0,1.0,,8771360,,,1.0,,,,,,
2025,George Washington,249,27.0,Grace Curry,Grace Curry,Grace,Curry,Jr,ATT,17.0,16.0,45.0,3.0,48.0,106.0,78.0,5.0,8767771,2.0,9.0,16.0,9.0,2.0,,5.0,,1.0
2025,George Washington,249,20.0,Emma Curry,Emma Curry,Emma,Curry,Jr,ATT,4.0,0.0,2.0,,2.0,3.0,2.0,,8768319,,1.0,1.0,,,,,,
2025,George Washington,249,13.0,Caroline Tone,Caroline Tone,Caroline,Tone,Jr,D,1.0,0.0,,,0.0,,,,8774207,2.0,,,,,,,,
2025,George Washington,249,12.0,Amelia Moran,Amelia Moran,Amelia,Moran,Sr,M,3.0,0.0,2.0,,2.0,5.0,2.0,,8780379,,2.0,1.0,,,,,,
2025,George Washington,249,38.0,Stella Ray,Stella Ray,Stella,Ray,Jr,M,16.0,16.0,2.0,,2.0,3.0,3.0,15.0,8783194,23.0,43.0,12.0,,,,4.0,1.0,79.0
2025,George Washington,249,14.0,Haley Bolton,Haley Bolton,Haley,Bolton,Sr,M,17.0,17.0,3.0,4.0,7.0,11.0,7.0,4.0,8783327,3.0,3.0,10.0,1.0,,,3.0,3.0,32.0
2025,George Washington,249,3.0,Mackenzie Rotay,Mackenzie Rotay,Mackenzie,Rotay,Jr,M,17.0,17.0,12.0,7.0,19.0,31.0,20.0,1.0,8780984,3.0,10.0,15.0,,,,1.0,,4.0
2025,George Washington,249,21.0,Everly Kessler,Everly Kessler,Everly,Kessler,Sr,ATT,17.0,17.0,27.0,11.0,38.0,70.0,45.0,3.0,8782466,4.0,12.0,12.0,17.0,8.0,,,1.0,5.0
2025,George Washington,249,29.0,Olivia Chesla,Olivia Chesla,Olivia,Chesla,So,DM,17.0,16.0,,,0.0,,,8.0,8782713,10.0,7.0,1.0,,,,1.0,1.0,1.0
2025,George Washington,249,25.0,Gracie Burke,Gracie Burke,Gracie,Burke,Jr,ATT,2.0,0.0,1.0,1.0,2.0,1.0,1.0,,8777883,,3.0,,,,,,,
2025,George Washington,249,6.0,Merrill Klein,Merrill Klein,Merrill,Klein,So,ATT,13.0,1.0,,,0.0,,,6.0,8774594,4.0,10.0,2.0,,,,,,2.0
2025,George Washington,249,39.0,Parker Cranz,Parker Cranz,Parker,Cranz,Jr,D,17.0,17.0,,,0.0,,,12.0,8774713,17.0,15.0,4.0,,,,3.0,,3.0
2025,George Washington,249,35.0,Yasmin Pang,Yasmin Pang,Yasmin,Pang,Sr,D,3.0,1.0,,,0.0,,,,8775979,1.0,,1.0,,,,,,
2025,George Washington,249,1.0,Phoebe Mullarkey,Phoebe Mullarkey,Phoebe,Mullarkey,Sr,M,14.0,0.0,3.0,4.0,7.0,15.0,8.0,7.0,9096630,10.0,14.0,9.0,4.0,1.0,,4.0,1.0,2.0
2025,George Washington,249,24.0,Maddy Breves,Maddy Breves,Maddy,Breves,Fr,M,3.0,0.0,,1.0,1.0,,,,9096658,,,2.0,,,,,,
2025,George Washington,249,16.0,Caroline Sullivan,Caroline Sullivan,Caroline,Sullivan,Sr,M,17.0,17.0,13.0,8.0,21.0,34.0,26.0,14.0,9096641,9.0,23.0,11.0,10.0,5.0,,6.0,2.0,8.0
2025,George Washington,249,17.0,Mimi Walters,Mimi Walters,Mimi,Walters,Fr,M,16.0,0.0,5.0,2.0,7.0,18.0,13.0,3.0,9096689,5.0,5.0,7.0,9.0,4.0,,1.0,1.0,
2025,George Washington,249,10.0,Sydney Jacobstein,Sydney Jacobstein,Sydney,Jacobstein,Fr,D,1.0,0.0,,,0.0,,,,9096676,,1.0,,,,,,,
2025,George Washington,249,15.0,Sophia Levine,Sophia Levine,Sophia,Levine,Fr,ATT,17.0,0.0,12.0,28.0,40.0,37.0,27.0,2.0,9096677,2.0,13.0,38.0,5.0,1.0,,1.0,1.0,
2025,George Washington,249,5.0,Ava St. Jeanos,Ava St. Jeanos,Ava,St. Jeanos,Fr,M,4.0,0.0,1.0,4.0,5.0,1.0,1.0,,9096686,,1.0,,,,,1.0,,
2025,George Washington,249,23.0,Katie Fullowan,Katie Fullowan,Katie,Fullowan,Sr,M,17.0,17.0,37.0,7.0,44.0,92.0,76.0,6.0,9096644,6.0,14.0,34.0,29.0,13.0,,,2.0,7.0
2025,George Washington,249,36.0,Gabi Greth,Gabi Greth,Gabi,Greth,Fr,GK,17.0,17.0,,,0.0,,,1.0,9096668,,22.0,3.0,,,,,,
2025,George Washington,249,34.0,Carmindy Herrman,Carmindy Herrman,Carmindy,Herrman,Fr,D,1.0,0.0,,,0.0,,,,9096671,,,,,,,,,
2025,George Washington,249,32.0,Grace Gordon,Grace Gordon,Grace,Gordon,Fr,D,17.0,17.0,,1.0,1.0,1.0,1.0,14.0,9096663,16.0,35.0,8.0,,,,2.0,3.0,57.0
2025,George Washington,249,28.0,Mckenna Jacobs,Mckenna Jacobs,Mckenna,Jacobs,Fr,M,16.0,0.0,11.0,1.0,12.0,26.0,17.0,,9096673,,2.0,8.0,10.0,4.0,,1.0,1.0,
2025,Georgetown,251,27.0,Francesca Alparajo,Francesca Alparajo,Francesca,Alparajo,Sr,D,13.0,1.0,,,0.0,,,5.0,8765678,1.0,4.0,1.0,,,,,,
2025,Georgetown,251,6.0,Maley Starr,Maley Starr,Maley,Starr,Sr,M,17.0,17.0,14.0,22.0,36.0,38.0,26.0,7.0,8769199,2.0,13.0,21.0,17.0,6.0,,,,5.0
2025,Georgetown,251,3.0,Kendall Steer,Kendall Steer,Kendall,Steer,Jr,M,17.0,17.0,,1.0,1.0,,,15.0,8766983,14.0,30.0,5.0,,,,1.0,,
2025,Georgetown,251,18.0,Rileigh Meyer,Rileigh Meyer,Rileigh,Meyer,Sr,M,17.0,17.0,14.0,1.0,15.0,37.0,25.0,14.0,8766400,6.0,17.0,16.0,10.0,4.0,,2.0,1.0,30.0
2025,Georgetown,251,24.0,Reagan Ziegler,Reagan Ziegler,Reagan,Ziegler,So,M,17.0,0.0,8.0,2.0,10.0,25.0,22.0,10.0,8767077,10.0,13.0,10.0,3.0,1.0,,2.0,2.0,1.0
2025,Georgetown,251,22.0,Lauren Steer,Lauren Steer,Lauren,Steer,So,ATT,17.0,0.0,13.0,8.0,21.0,36.0,25.0,1.0,8770943,,3.0,13.0,3.0,,,,,
2025,Georgetown,251,21.0,Molly Battaglia,Molly Battaglia,Molly,Battaglia,Jr,ATT,4.0,0.0,,1.0,1.0,,,,8767259,,1.0,1.0,,,,,,
2025,Georgetown,251,9.0,Annie McGovern,Annie McGovern,Annie,McGovern,So,ATT,17.0,17.0,21.0,29.0,50.0,55.0,39.0,2.0,8767416,2.0,8.0,26.0,15.0,7.0,,1.0,,4.0
2025,Georgetown,251,1.0,Mikaila Kitchen,Mikaila Kitchen,Mikaila,Kitchen,Sr,D,17.0,17.0,,,0.0,,,14.0,8771655,11.0,16.0,8.0,,,,3.0,2.0,1.0
2025,Georgetown,251,50.0,Olivia Shinsato,Olivia Shinsato,Olivia,Shinsato,So,GK,3.0,0.0,,,0.0,,,,8767764,,1.0,,,,,,,
2025,Georgetown,251,10.0,Emma Gebhardt,Emma Gebhardt,Emma,Gebhardt,Sr,ATT,17.0,17.0,22.0,8.0,30.0,55.0,44.0,5.0,8773212,3.0,18.0,20.0,5.0,1.0,,1.0,3.0,2.0
2025,Georgetown,251,29.0,Molly Wood,Molly Wood,Molly,Wood,So,M,13.0,1.0,,,0.0,,,3.0,8781718,5.0,11.0,6.0,,,,,1.0,
2025,Georgetown,251,14.0,Erica Rosendorf,Erica Rosendorf,Erica,Rosendorf,So,D,3.0,0.0,,,0.0,,,,8780929,,,,,,,,,
2025,Georgetown,251,12.0,Jacqueline Jaskiewicz,Jacqueline Jaskiewicz,Jacqueline,Jaskiewicz,Jr,M,6.0,0.0,3.0,,3.0,7.0,5.0,3.0,8781141,,2.0,,1.0,1.0,,,,3.0
2025,Georgetown,251,23.0,Leanna Tsahalis,Leanna Tsahalis,Leanna,Tsahalis,Jr,M,4.0,0.0,,,0.0,,,,8782339,,,1.0,,,,,,
2025,Georgetown,251,35.0,Lucy Nace,Lucy Nace,Lucy,Nace,Jr,M,9.0,1.0,,,0.0,,,,8781209,,,2.0,,,,1.0,1.0,20.0
2025,Georgetown,251,8.0,Amanda Brille,Amanda Brille,Amanda,Brille,So,D,3.0,0.0,,,0.0,,,,8782459,,,,,,,,,1.0
2025,Georgetown,251,40.0,Leah Warehime,Leah Warehime,Leah,Warehime,Sr,GK,17.0,17.0,,,0.0,,,4.0,8782523,,25.0,3.0,,,,,,
2025,Georgetown,251,17.0,Molly Byrne,Molly Byrne,Molly,Byrne,Jr,ATT,15.0,7.0,8.0,6.0,14.0,16.0,13.0,5.0,8782543,,8.0,8.0,1.0,,,,1.0,
2025,Georgetown,251,11.0,Cate Parsells,Cate Parsells,Cate,Parsells,Jr,M,4.0,0.0,,,0.0,,,1.0,8781353,1.0,,,,,,,,
2025,Georgetown,251,2.0,Gracie Driggs,Gracie Driggs,Gracie,Driggs,Jr,D,17.0,17.0,51.0,3.0,54.0,119.0,96.0,5.0,8777753,3.0,15.0,33.0,21.0,8.0,,5.0,3.0,123.0
2025,Georgetown,251,4.0,Danica Blix,Danica Blix,Danica,Blix,So,M,9.0,0.0,,1.0,1.0,,,1.0,8777232,2.0,1.0,2.0,,,,,3.0,4.0
2025,Georgetown,251,15.0,Trinity Koetje,Trinity Koetje,Trinity,Koetje,Jr,D,16.0,15.0,,,0.0,,,15.0,8775545,8.0,5.0,3.0,,,,1.0,1.0,
2025,Georgetown,251,20.0,Lily Athanas,Lily Athanas,Lily,Athanas,Sr,D,17.0,17.0,,,0.0,1.0,,16.0,8776208,10.0,29.0,10.0,,,,1.0,2.0,40.0
2025,Georgetown,251,13.0,Sydney Richter,Sydney Richter,Sydney,Richter,Fr,M,7.0,0.0,2.0,,2.0,4.0,3.0,1.0,9102017,2.0,3.0,1.0,,,,,,1.0
2025,Georgetown,251,26.0,Izzy Appelt,Izzy Appelt,Izzy,Appelt,Fr,D,7.0,0.0,,,0.0,,,1.0,9102039,2.0,,1.0,,,,,,
2025,Georgetown,251,28.0,Hanna Bishop,Hanna Bishop,Hanna,Bishop,Sr,ATT,17.0,9.0,26.0,31.0,57.0,55.0,45.0,3.0,9102046,3.0,8.0,39.0,4.0,2.0,,1.0,1.0,3.0
2025,Georgetown,251,25.0,Rosie McCarthy,Rosie McCarthy,Rosie,McCarthy,Sr,M,17.0,0.0,5.0,2.0,7.0,19.0,12.0,5.0,9102037,6.0,10.0,13.0,5.0,2.0,,1.0,1.0,17.0
2025,Georgetown,251,55.0,Amanda Reed,Amanda Reed,Amanda,Reed,Fr,GK,4.0,0.0,,,0.0,,,,9102060,,,,,,,,,
2025,Georgetown,251,33.0,Della Goodman,Della Goodman,Della,Goodman,Fr,ATT,4.0,0.0,1.0,,1.0,2.0,1.0,,9102052,,,,,,,,,
2025,Georgetown,251,5.0,Ryan Kinkead,Ryan Kinkead,Ryan,Kinkead,Fr,M,5.0,0.0,2.0,,2.0,4.0,2.0,,9102010,,1.0,1.0,1.0,1.0,,1.0,,2.0
2025,Georgetown,251,16.0,Sophia Loschert,Sophia Loschert,Sophia,Loschert,Fr,ATT,17.0,0.0,35.0,6.0,41.0,63.0,52.0,1.0,9102020,1.0,4.0,15.0,10.0,7.0,,,1.0,
2025,Georgetown,251,34.0,Christina King,Christina King,Christina,King,Fr,D,17.0,17.0,,,0.0,,,17.0,9102057,11.0,15.0,4.0,,,,1.0,1.0,
2025,Harvard,275,45.0,Annabel Child,Annabel Child,Annabel,Child,Sr,M,15.0,15.0,6.0,2.0,8.0,10.0,7.0,25.0,8768724,35.0,35.0,6.0,1.0,,,,3.0,11.0
2025,Harvard,275,10.0,Grace Taylor,Grace Taylor,Grace,Taylor,Sr,M,15.0,15.0,,,0.0,,,18.0,8768838,16.0,22.0,4.0,,,,1.0,1.0,1.0
2025,Harvard,275,16.0,Hattie Manser,Hattie Manser,Hattie,Manser,So,M,4.0,2.0,,,0.0,,,2.0,8770268,4.0,3.0,,,,,,1.0,
2025,Harvard,275,22.0,Rebecca Arpano,Rebecca Arpano,Rebecca,Arpano,So,GK,5.0,0.0,,,0.0,,,,8765910,,1.0,1.0,,,,,,
2025,Harvard,275,77.0,Charlotte Hodgson,Charlotte Hodgson,Charlotte,Hodgson,Jr,M,15.0,15.0,32.0,11.0,43.0,95.0,67.0,11.0,8772535,12.0,22.0,19.0,23.0,8.0,,5.0,6.0,111.0
2025,Harvard,275,33.0,Charley Meier,Charley Meier,Charley,Meier,Sr,M,15.0,10.0,25.0,3.0,28.0,44.0,34.0,1.0,8766068,1.0,11.0,2.0,5.0,2.0,,,,
2025,Harvard,275,44.0,Kate Izzo,Kate Izzo,Kate,Izzo,Jr,ATT,1.0,0.0,,,0.0,,,,8770614,,,,,,,,,
2025,Harvard,275,27.0,Despina Giannakopoulos,Despina Giannakopoulos,Despina,Giannakopoulos,Jr,D,15.0,15.0,,,0.0,1.0,1.0,32.0,8766994,33.0,27.0,5.0,,,,3.0,2.0,
2025,Harvard,275,7.0,Natasha Tribolet,Natasha Tribolet,Natasha,Tribolet,So,M,3.0,0.0,1.0,,1.0,3.0,3.0,,8770938,2.0,,2.0,1.0,1.0,,,2.0,
2025,Harvard,275,35.0,Caroline Mullahy,Caroline Mullahy,Caroline,Mullahy,Sr,ATT,15.0,15.0,24.0,51.0,75.0,52.0,38.0,3.0,8771154,6.0,19.0,49.0,10.0,7.0,,3.0,3.0,1.0
2025,Harvard,275,11.0,Callie Batchelder,Callie Batchelder,Callie,Batchelder,So,ATT,15.0,15.0,28.0,19.0,47.0,66.0,44.0,4.0,8767614,3.0,11.0,29.0,10.0,4.0,,2.0,2.0,2.0
2025,Harvard,275,15.0,Chloe Bednar,Chloe Bednar,Chloe,Bednar,So,M,6.0,0.0,,,0.0,2.0,2.0,,8769843,,,,,,,,,1.0
2025,Harvard,275,3.0,Anna Andrews,Anna Andrews,Anna,Andrews,Sr,M,15.0,15.0,,,0.0,,,5.0,8782005,28.0,11.0,9.0,,,,2.0,1.0,
2025,Harvard,275,31.0,Maggie Turner,Maggie Turner,Maggie,Turner,Jr,D,3.0,1.0,,,0.0,,,1.0,8780985,1.0,,,,,,,,
2025,Harvard,275,5.0,Stella Shea,Stella Shea,Stella,Shea,So,M,15.0,15.0,14.0,1.0,15.0,34.0,22.0,14.0,8783600,14.0,26.0,6.0,9.0,7.0,,,3.0,11.0
2025,Harvard,275,12.0,Hannah Shiels,Hannah Shiels,Hannah,Shiels,Jr,M,15.0,0.0,6.0,,6.0,10.0,9.0,3.0,8775351,7.0,17.0,6.0,2.0,,,,2.0,
2025,Harvard,275,9.0,Kate Gilliam,Kate Gilliam,Kate,Gilliam,Jr,M,8.0,0.0,3.0,,3.0,12.0,8.0,,8774988,1.0,,,2.0,1.0,,,,
2025,Harvard,275,40.0,Lizzie Francioli,Lizzie Francioli,Lizzie,Francioli,Sr,GK,14.0,13.0,,,0.0,,,3.0,8776184,,15.0,,,,,,,
2025,Harvard,275,2.0,Grace Mullahy,Grace Mullahy,Grace,Mullahy,So,M,15.0,15.0,27.0,11.0,38.0,77.0,55.0,4.0,8776314,20.0,14.0,16.0,9.0,3.0,,2.0,2.0,1.0
2025,Harvard,275,21.0,Nicole Giannakopoulos,Nicole Giannakopoulos,Nicole,Giannakopoulos,Fr,M,15.0,0.0,8.0,2.0,10.0,18.0,12.0,8.0,9106528,17.0,15.0,7.0,3.0,1.0,,2.0,7.0,25.0
2025,Harvard,275,30.0,Emma Barkauskas,Emma Barkauskas,Emma,Barkauskas,Fr,GK,4.0,2.0,,,0.0,,,1.0,9106532,,3.0,1.0,,,,,,
2025,Harvard,275,18.0,Ellie Chen,Ellie Chen,Ellie,Chen,Fr,M,3.0,0.0,,,0.0,,,,9106534,1.0,1.0,,,,,,,
2025,Harvard,275,6.0,Hayla Dora,Hayla Dora,Hayla,Dora,Fr,D,11.0,2.0,,,0.0,,,13.0,9106544,9.0,6.0,,,,,,,2.0
2025,Harvard,275,17.0,Lily Kacyvenski,Lily Kacyvenski,Lily,Kacyvenski,Fr,M,3.0,0.0,,,0.0,,,,9106536,1.0,,,,,,,,1.0
2025,Harvard,275,19.0,Tori Balser,Tori Balser,Tori,Balser,Fr,M,15.0,15.0,18.0,12.0,30.0,42.0,34.0,12.0,9106533,15.0,16.0,17.0,13.0,9.0,,1.0,,22.0
2025,Harvard,275,13.0,Molly Chorin,Molly Chorin,Molly,Chorin,Fr,ATT,3.0,0.0,2.0,,2.0,2.0,2.0,,9106541,1.0,,,1.0,1.0,,,,
2025,High Point,19651,20.0,Rachelle Gauthier,Rachelle Gauthier,Rachelle,Gauthier,Jr,M,2.0,0.0,1.0,,1.0,1.0,1.0,,8773409,,,,1.0,1.0,,,,
2025,High Point,19651,11.0,Shannon Smith,Shannon Smith,Shannon,Smith,Jr,ATT,18.0,18.0,55.0,13.0,68.0,105.0,85.0,5.0,8765732,4.0,9.0,18.0,18.0,12.0,,2.0,7.0,8.0
2025,High Point,19651,12.0,Brynn Gardner,Brynn Gardner,Brynn,Gardner,So,M,7.0,0.0,,,0.0,,,,8765736,2.0,1.0,1.0,,,,,,
2025,High Point,19651,31.0,Mandy Brockamp,Mandy Brockamp,Mandy,Brockamp,Sr,M,18.0,18.0,18.0,4.0,22.0,41.0,31.0,6.0,8766617,23.0,15.0,13.0,8.0,3.0,,2.0,2.0,29.0
2025,High Point,19651,28.0,Sydney Martin,Sydney Martin,Sydney,Martin,Jr,D,18.0,17.0,1.0,,1.0,1.0,1.0,14.0,8770256,28.0,30.0,8.0,1.0,1.0,,,,2.0
2025,High Point,19651,10.0,Carlie Saums,Carlie Saums,Carlie,Saums,Jr,M,1.0,0.0,,,0.0,,,,8769099,,,,,,,,,
2025,High Point,19651,8.0,Gracie Vickery,Gracie Vickery,Gracie,Vickery,So,ATT,18.0,5.0,2.0,1.0,3.0,3.0,3.0,6.0,8767607,11.0,7.0,3.0,3.0,2.0,,1.0,2.0,41.0
2025,High Point,19651,27.0,Lauren Pujolar,Lauren Pujolar,Lauren,Pujolar,Jr,M,13.0,0.0,,,0.0,,,1.0,8773735,7.0,,,,,,,3.0,12.0
2025,High Point,19651,9.0,Kierstin Hillis,Kierstin Hillis,Kierstin,Hillis,So,ATT,6.0,0.0,3.0,2.0,5.0,7.0,6.0,,8773767,,,1.0,2.0,,,,1.0,
2025,High Point,19651,14.0,Allie Connally,Allie Connally,Allie,Connally,Sr,ATT,18.0,18.0,40.0,32.0,72.0,76.0,60.0,8.0,8767804,12.0,16.0,28.0,16.0,7.0,,2.0,3.0,115.0
2025,High Point,19651,6.0,Reese Dowgiallo,Reese Dowgiallo,Reese,Dowgiallo,Jr,ATT,17.0,14.0,34.0,38.0,72.0,67.0,47.0,7.0,8773052,7.0,15.0,30.0,11.0,5.0,,2.0,3.0,2.0
2025,High Point,19651,2.0,Tatum Goettelmann,Tatum Goettelmann,Tatum,Goettelmann,So,ATT,16.0,1.0,13.0,10.0,23.0,21.0,16.0,2.0,8768469,1.0,1.0,9.0,6.0,2.0,,,1.0,
2025,High Point,19651,13.0,Caitlyn Baehr,Caitlyn Baehr,Caitlyn,Baehr,Sr,D,1.0,0.0,,,0.0,,,,8779932,,,,,,,,,
2025,High Point,19651,72.0,Joy Coffey,Joy Coffey,Joy,Coffey,Jr,GK,10.0,0.0,,,0.0,,,1.0,8783239,,1.0,1.0,,,,,,
2025,High Point,19651,15.0,Megan Sporney,Megan Sporney,Megan,Sporney,So,M,1.0,0.0,,,0.0,,,,8781021,,,,,,,,,
2025,High Point,19651,16.0,Ava Welsh,Ava Welsh,Ava,Welsh,So,GK,18.0,18.0,,,0.0,,,5.0,8781022,3.0,43.0,5.0,,,,,,
2025,High Point,19651,21.0,Tatum Mehring,Tatum Mehring,Tatum,Mehring,Sr,D,18.0,18.0,,,0.0,,,10.0,8782503,21.0,21.0,7.0,,,,2.0,,2.0
2025,High Point,19651,35.0,Sarah Johnson,Sarah Johnson,Sarah,Johnson,So,ATT,11.0,0.0,3.0,3.0,6.0,9.0,6.0,,8782592,,2.0,1.0,2.0,1.0,,,,2.0
2025,High Point,19651,26.0,Esprit Cha,Esprit Cha,Esprit,Cha,Sr,M,18.0,18.0,58.0,10.0,68.0,116.0,92.0,3.0,8782737,7.0,15.0,32.0,21.0,13.0,,2.0,2.0,
2025,High Point,19651,4.0,Sam Flippo,Sam Flippo,Sam,Flippo,So,D,5.0,0.0,,,0.0,,,2.0,8777037,,1.0,,,,,2.0,,
2025,High Point,19651,23.0,Julia Dustin,Julia Dustin,Julia,Dustin,So,D,18.0,18.0,,,0.0,,,33.0,8775140,41.0,29.0,16.0,,,,6.0,1.0,1.0
2025,High Point,19651,5.0,Haley Urban,Haley Urban,Haley,Urban,Fr,D,18.0,17.0,,,0.0,1.0,1.0,18.0,9095230,18.0,32.0,10.0,,,,1.0,1.0,2.0
2025,High Point,19651,55.0,Sarah Romeo,Sarah Romeo,Sarah,Romeo,Fr,GK,1.0,0.0,,,0.0,,,,9095249,,1.0,,,,,,,
2025,High Point,19651,38.0,Harper Jones,Harper Jones,Harper,Jones,Fr,ATT,1.0,0.0,,,0.0,,,,9095247,,,,,,,,,1.0
2025,High Point,19651,19.0,Lily Trout,Lily Trout,Lily,Trout,Fr,M,18.0,18.0,18.0,4.0,22.0,34.0,30.0,4.0,9095237,14.0,18.0,11.0,3.0,3.0,,2.0,3.0,46.0
2025,High Point,19651,33.0,Emerson Pekarcik,Emerson Pekarcik,Emerson,Pekarcik,Fr,M,5.0,0.0,,,0.0,1.0,,,9095245,4.0,1.0,2.0,,,,1.0,,1.0
2025,High Point,19651,22.0,Jaidyn Donley,Jaidyn Donley,Jaidyn,Donley,Jr,M,18.0,0.0,5.0,4.0,9.0,30.0,15.0,5.0,9095270,7.0,15.0,7.0,10.0,3.0,,6.0,3.0,3.0
2025,High Point,19651,30.0,Bridget Caldwell,Bridget Caldwell,Bridget,Caldwell,Fr,D,1.0,0.0,,,0.0,,,,9095242,,,,,,,,,
2025,High Point,19651,40.0,Ella McKay,Ella McKay,Ella,McKay,Fr,ATT,8.0,0.0,2.0,,2.0,3.0,2.0,2.0,9095273,1.0,,1.0,1.0,1.0,,,,
