season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,sh_att,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2020,Alabama A&M Bulldogs,19, Makayla Rushing,"Rushing, Makayla", Makayla,Rushing,So,,8,8,2,NA,4,31,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Alabama A&M Bulldogs,31, Tehya Beadles,"Beadles, Tehya", Tehya,Beadles,Jr,,8,7,NA,NA,0,3,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,22, Ayanna Gooden,"Gooden, Ayanna", Ayanna,Gooden,Sr,F,8,6,NA,1,1,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,3, Khadijah Shakirof,"Shakirof, Khadijah", Khadijah,Shakirof,Sr,D,8,8,NA,NA,0,1,3,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,2, Braejah Washington,"Washington, Braejah", Braejah,Washington,Sr,F,8,7,2,NA,4,11,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,1, Jodi Medina,"Medina, Jodi", Jodi,Medina,Sr,G,8,8,NA,NA,0,NA,NA,NA,NA,NA,5,4,730:07,7,0.863,39,0.848,4,NA,4,4,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,6, Jameela Barrett,"Barrett, Jameela", Jameela,Barrett,So,,7,7,3,1,7,13,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2020,Alabama A&M Bulldogs,23, Gabby Cumby,"Cumby, Gabby", Gabby,Cumby,Fr,F,7,5,1,NA,2,14,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2020,Alabama A&M Bulldogs,8, Fernanda Valencia,"Valencia, Fernanda", Fernanda,Valencia,Fr,M,7,1,NA,NA,0,6,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,4, Taylor Watson,"Watson, Taylor", Taylor,Watson,So,,6,4,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,9, Valery Mastache-Gomez,"Mastache-Gomez, Valery", Valery,Mastache-Gomez,Jr,,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,33, Alana Paul,"Paul, Alana", Alana,Paul,N/A,M,5,4,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,26, Chantal Williams,"Williams, Chantal", Chantal,Williams,So,,4,2,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,16, Delia Ebbin,"Ebbin, Delia", Delia,Ebbin,So,,4,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,12, Regan Ely,"Ely, Regan", Regan,Ely,So,,3,1,NA,NA,0,1,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama A&M Bulldogs,13, Alaysha Russell,"Russell, Alaysha", Alaysha,Russell,Jr,,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,6, Rylee Stoehner,"Stoehner, Rylee", Rylee,Stoehner,Fr,M,13,13,2,1,5,12,6,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,1, Madison Ropp,"Ropp, Madison", Madison,Ropp,Fr,GK,13,12,NA,NA,0,NA,NA,NA,NA,NA,1,1,1082:22,22,1.829,58,0.725,2,2,8,2,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,19, Paige Patton,"Patton, Paige", Paige,Patton,So,D,13,11,1,2,4,1,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,2, Kristen Thomas,"Thomas, Kristen", Kristen,Thomas,So,D,13,11,NA,NA,0,2,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,8, Isabella Beortegui,"Beortegui, Isabella", Isabella,Beortegui,So,M,13,2,NA,2,2,4,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,13, McKenna Wiscombe,"Wiscombe, McKenna", McKenna,Wiscombe,Sr,F,13,13,7,3,17,28,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2020,Alabama St. Lady Hornets,5, Mercedes Padilla,"Padilla, Mercedes", Mercedes,Padilla,Sr,D,13,13,1,NA,2,1,5,NA,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,12, Teaggan Ilela,"Ilela, Teaggan", Teaggan,Ilela,Sr,F,13,12,5,7,17,23,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,4, Mckenna Lupori,"Lupori, Mckenna", Mckenna,Lupori,Sr,M,13,13,3,1,7,8,9,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
2020,Alabama St. Lady Hornets,21, Ashley Thomas,"Thomas, Ashley", Ashley,Thomas,Sr,D,13,13,1,1,3,12,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,14, Kassandra Schoen,"Schoen, Kassandra", Kassandra,Schoen,Fr,F,13,11,5,1,11,13,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Alabama St. Lady Hornets,17, Mary Martin Mooneyham,"Martin Mooneyham, Mary", Mary,Martin Mooneyham,Jr,D,12,NA,1,1,3,6,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Alabama St. Lady Hornets,3, Kayleigh ONeal,"ONeal, Kayleigh", Kayleigh,ONeal,So,M,11,3,NA,NA,0,5,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,10, Grace Norbury,"Norbury, Grace", Grace,Norbury,Fr,M,11,11,1,1,3,11,11,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Alabama St. Lady Hornets,20, Janae Brown,"Brown, Janae", Janae,Brown,Jr,M,11,NA,1,NA,2,2,3,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,16, Kaitlyn Sampson,"Sampson, Kaitlyn", Kaitlyn,Sampson,Sr,F,10,1,1,1,3,3,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,22, Alexa Delong,"Delong, Alexa", Alexa,Delong,Fr,M,10,1,NA,NA,0,1,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,15, Kennedy Norman,"Norman, Kennedy", Kennedy,Norman,Fr,D,5,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,9, Sophie Bul,"Bul, Sophie", Sophie,Bul,So,D,5,NA,NA,NA,0,5,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alabama St. Lady Hornets,00, Kierra Dahlgren,"Dahlgren, Kierra", Kierra,Dahlgren,Sr,GK,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,132:23,2,1.36,2,0.5,NA,2,NA,1,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,14, Habana Guerra,"Guerra, Habana", Habana,Guerra,Fr,D,11,8,NA,1,1,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,21, Caitlyn Dungee,"Dungee, Caitlyn", Caitlyn,Dungee,Jr,D,11,11,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,23, Mireya Gonzalez,"Gonzalez, Mireya", Mireya,Gonzalez,Sr,F,11,11,5,NA,10,18,8,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Alcorn Lady Braves,10, Paula Cabeza,"Cabeza, Paula", Paula,Cabeza,Jr,M,11,11,NA,1,1,8,8,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020,Alcorn Lady Braves,9, Rosalina Santoro,"Santoro, Rosalina", Rosalina,Santoro,Fr,F,11,10,3,1,7,11,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Alcorn Lady Braves,11, Kiarra Colson,"Colson, Kiarra", Kiarra,Colson,So,M,11,8,1,1,3,9,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Alcorn Lady Braves,12, D'Ana Prieto,"Prieto, D'Ana", D'Ana,Prieto,Jr,M,11,11,1,NA,2,2,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,4, Vivian Lugo,"Lugo, Vivian", Vivian,Lugo,Fr,GK,10,6,NA,NA,0,NA,NA,NA,NA,NA,1,1,610:51,23,3.389,55,0.705,NA,1,NA,7,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,7, Ceven Kidd,"Kidd, Ceven", Ceven,Kidd,Fr,F,10,7,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,6, Shalisha King,"King, Shalisha", Shalisha,King,Jr,D,10,10,NA,NA,0,2,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,16, Emily Serrato,"Serrato, Emily", Emily,Serrato,Fr,F,10,8,NA,1,1,4,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,5, Niamh Magill,"Magill, Niamh", Niamh,Magill,Jr,D,9,8,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,3, Mariah Beckom,"Beckom, Mariah", Mariah,Beckom,Jr,F,9,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,22, Tylesha Boykin,"Boykin, Tylesha", Tylesha,Boykin,Fr,D,8,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,8, Sarah-Joy Romain,"Romain, Sarah-Joy", Sarah-Joy,Romain,Jr,D,7,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,27, Navani Davis,"Davis, Navani", Navani,Davis,Fr,D,6,3,1,NA,2,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,1, Mikayla Shaughnessy,"Shaughnessy, Mikayla", Mikayla,Shaughnessy,So,GK,5,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,397:10,13,2.946,27,0.675,NA,1,1,3,NA,NA,NA,NA,NA
2020,Alcorn Lady Braves,15, Lauren Hill,"Hill, Lauren", Lauren,Hill,Fr,D,4,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,24, Olivia Sekimoto,"Sekimoto, Olivia", Olivia,Sekimoto,Fr,M,5,5,NA,NA,0,4,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,16, Abby Dillon,"Dillon, Abby", Abby,Dillon,Fr,F,5,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,20, Alysa Vazquez,"Vazquez, Alysa", Alysa,Vazquez,So,M,5,5,NA,NA,0,12,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,4, Ashley Molz,"Molz, Ashley", Ashley,Molz,So,M,5,3,NA,NA,0,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,17, Emily Smith,"Smith, Emily", Emily,Smith,Jr,M,5,5,NA,1,1,4,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,18, Keelin Ferris,"Ferris, Keelin", Keelin,Ferris,Jr,D,5,2,NA,NA,0,NA,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,6, Olivia Mahony,"Mahony, Olivia", Olivia,Mahony,Jr,D,5,3,1,NA,2,3,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,13, Ryleigh Brown,"Brown, Ryleigh", Ryleigh,Brown,Sr,GK,5,5,NA,NA,0,NA,NA,NA,NA,NA,2,2,470:00,9,1.723,23,0.719,NA,NA,NA,4,NA,NA,NA,NA,NA
2020,American Eagles,3, Tori Kent,"Kent, Tori", Tori,Kent,Sr,D,5,5,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,8, Toni Williams,"Williams, Toni", Toni,Williams,Sr,M,5,2,NA,NA,0,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,23, Fisayo Iluyomade,"Iluyomade, Fisayo", Fisayo,Iluyomade,So,F,4,2,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,7, Reagan Gould,"Gould, Reagan", Reagan,Gould,Sr,M,4,2,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,11, Tate Jordan,"Jordan, Tate", Tate,Jordan,Jr,M,4,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,21, Annemarie Barbour,"Barbour, Annemarie", Annemarie,Barbour,So,D,4,2,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,25, Cailynn Adelman,"Adelman, Cailynn", Cailynn,Adelman,So,D,4,2,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,28, Lena Provenzano,"Provenzano, Lena", Lena,Provenzano,So,D,3,1,NA,NA,0,NA,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,American Eagles,26, Dori Rizzo,"Rizzo, Dori", Dori,Rizzo,So,M,3,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,26, Hayley Boyles,"Boyles, Hayley", Hayley,Boyles,So,M,18,15,NA,1,1,6,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,11, Olivia Cohen,"Cohen, Olivia", Olivia,Cohen,So,M,18,18,2,NA,4,19,19,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2020,App State Mountaineers,10, Lauren Murphy,"Murphy, Lauren", Lauren,Murphy,Jr,M,18,18,1,NA,2,6,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,12, Kirsten Seeley,"Seeley, Kirsten", Kirsten,Seeley,Jr,F,18,18,NA,NA,0,5,14,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,8, Drew Hallum,"Hallum, Drew", Drew,Hallum,Jr,D,17,6,1,1,3,5,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,13, Liney Brantley,"Brantley, Liney", Liney,Brantley,So,F,17,16,NA,1,1,1,9,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,2, Kerry Eagleston,"Eagleston, Kerry", Kerry,Eagleston,So,GK,17,17,NA,NA,0,NA,NA,NA,1,NA,2,1,1539:47,28,1.637,67,0.705,6,NA,6,10,NA,NA,NA,NA,NA
2020,App State Mountaineers,5, Emma McGibany,"McGibany, Emma", Emma,McGibany,So,M,17,3,NA,NA,0,5,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,22, Mumu Guisasola,"Guisasola, Mumu", Mumu,Guisasola,Fr,D,16,13,NA,NA,0,6,13,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,6, Holly Beaver,"Beaver, Holly", Holly,Beaver,Fr,F,16,9,NA,NA,0,6,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,29, Kaitlyn Little,"Little, Kaitlyn", Kaitlyn,Little,Fr,M,16,6,NA,NA,0,5,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,17, Tess Cairney,"Cairney, Tess", Tess,Cairney,Sr,F,15,15,1,2,4,17,18,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,App State Mountaineers,19, Megan Gregg,"Gregg, Megan", Megan,Gregg,Fr,M,15,9,NA,NA,0,4,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,4, Izzi Wood,"Wood, Izzi", Izzi,Wood,Fr,F,14,9,2,1,5,12,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,App State Mountaineers,41, Jordan Grigsby,"Grigsby, Jordan", Jordan,Grigsby,Fr,F,14,13,1,NA,2,11,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,App State Mountaineers,3, Jordan Rountree,"Rountree, Jordan", Jordan,Rountree,Fr,M,12,6,NA,NA,0,2,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,21, Mary Perkins,"Perkins, Mary", Mary,Perkins,Sr,M,10,4,2,2,6,12,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1
2020,App State Mountaineers,24, Katie Fuller,"Fuller, Katie", Katie,Fuller,Fr,F,6,1,NA,NA,0,3,6,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,18, Lindsey Poff,"Poff, Lindsey", Lindsey,Poff,So,F,6,NA,1,NA,2,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,14, Ana Moleka,"Moleka, Ana", Ana,Moleka,So,F,3,1,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,App State Mountaineers,1, Jazz Salters,"Salters, Jazz", Jazz,Salters,Fr,GK,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,135:00,5,3.333,6,0.545,NA,NA,NA,1,NA,NA,NA,NA,NA
2020,App State Mountaineers,0, Kelli Bostick,"Bostick, Kelli", Kelli,Bostick,Fr,GK,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,16:18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,9, Jordan Hall,"Hall, Jordan", Jordan,Hall,Fr,,15,5,NA,2,2,12,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,15, Ava Hetzel,"Hetzel, Ava", Ava,Hetzel,Fr,,15,15,1,2,4,12,16,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Arizona Wildcats,11, Quincy Bonds,"Bonds, Quincy", Quincy,Bonds,Fr,,15,1,NA,NA,0,3,7,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,18, Madison Goerlinger,"Goerlinger, Madison", Madison,Goerlinger,So,,15,14,1,1,3,17,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,0, Hope Hisey,"Hisey, Hope", Hope,Hisey,So,,15,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1353:00,12,0.798,62,0.838,6,1,9,5,NA,NA,NA,NA,NA
2020,Arizona Wildcats,5, Iyana Zimmerman,"Zimmerman, Iyana", Iyana,Zimmerman,Jr,,15,6,NA,1,1,5,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,22, Jada Talley,"Talley, Jada", Jada,Talley,Sr,,15,15,6,6,18,41,20,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
2020,Arizona Wildcats,16, Sabrina Enciso,"Enciso, Sabrina", Sabrina,Enciso,Sr,,15,15,NA,NA,0,2,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,21, Iliana Hocking,"Hocking, Iliana", Iliana,Hocking,Jr,,14,13,1,1,3,8,24,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,14, Jill Aguilera,"Aguilera, Jill", Jill,Aguilera,Sr,,14,14,9,5,23,44,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,Arizona Wildcats,33, Jenna Studer,"Studer, Jenna", Jenna,Studer,Fr,,14,5,NA,NA,0,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,4, Jasmine Young,"Young, Jasmine", Jasmine,Young,Fr,,14,4,NA,NA,0,2,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,6, Megan Chelf,"Chelf, Megan", Megan,Chelf,Fr,,14,0,NA,NA,0,4,10,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,3, Ava McCray,"McCray, Ava", Ava,McCray,Jr,,13,13,2,NA,4,10,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Arizona Wildcats,10, Tianna Sidtikun,"Sidtikun, Tianna", Tianna,Sidtikun,Fr,,13,9,NA,NA,0,5,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,13, Hannah Clifford,"Clifford, Hannah", Hannah,Clifford,Sr,,13,12,1,2,4,24,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,17, Mariah Dunn,"Dunn, Mariah", Mariah,Dunn,So,,12,8,NA,NA,0,2,5,1,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,12, Alex Day,"Day, Alex", Alex,Day,Fr,,7,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,2, Grace Santos,"Santos, Grace", Grace,Santos,Jr,,3,0,1,1,3,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,19, Kayden Heinrich,"Heinrich, Kayden", Kayden,Heinrich,Fr,,3,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Arizona Wildcats,1, Samantha Hauk,"Hauk, Samantha", Samantha,Hauk,Fr,,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17:00,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
