season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,sh_att,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2020,Miami (FL) Hurricanes,6, Gabriela Rusek,"Rusek, Gabriela", Gabriela,Rusek,Fr,D,9,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,7, Michelle Giamportone,"Giamportone, Michelle", Michelle,Giamportone,Sr,M,8,7,NA,2,2,5,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,24, Morgan Asmussen,"Asmussen, Morgan", Morgan,Asmussen,Sr,D,7,7,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,17, Maria Jakobsdottir,"Jakobsdottir, Maria", Maria,Jakobsdottir,So,M,7,4,1,1,3,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,0, Melissa Dagenais,"Dagenais, Melissa", Melissa,Dagenais,So,GK,4,3,NA,1,1,NA,NA,NA,NA,NA,1,1,317:27,10,2.835,20,0.667,NA,1,1,1,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,12, Sierra Frey,"Frey, Sierra", Sierra,Frey,Jr,D,3,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,18, Cailey Wesolowsky,"Wesolowsky, Cailey", Cailey,Wesolowsky,Fr,F,3,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,9, Ena Taslidza,"Taslidza, Ena", Ena,Taslidza,Fr,F,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,25, Lexi Castellano-Mugica,"Castellano-Mugica, Lexi", Lexi,Castellano-Mugica,Sr,D,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (FL) Hurricanes,99, Naomi Mbandu,"Mbandu, Naomi", Naomi,Mbandu,Jr,GK,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,90:00,2,2,2,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,23, Bronwen Sears,"Sears, Bronwen", Bronwen,Sears,So,D,8,8,NA,NA,0,NA,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,26, Keara Kerr,"Kerr, Keara", Keara,Kerr,So,M,8,1,NA,NA,0,6,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,10, Kennedy Gray,"Gray, Kennedy", Kennedy,Gray,So,D,8,8,NA,1,1,4,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,2, Julia Hoffmann,"Hoffmann, Julia", Julia,Hoffmann,Fr,M,8,3,1,NA,2,3,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Miami (OH) RedHawks,1, Izzie Vaccari,"Vaccari, Izzie", Izzie,Vaccari,Jr,GK,8,8,NA,NA,0,NA,NA,NA,NA,NA,1,1,720:00,17,2.125,44,0.721,2,NA,4,4,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,17, Soph Spinell,"Spinell, Soph", Soph,Spinell,Sr,M,8,7,1,1,3,6,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,19, Kyleigh von Klahr,"von Klahr, Kyleigh", Kyleigh,von Klahr,Fr,D,8,8,NA,2,2,1,7,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,11, Camber Hayes,"Hayes, Camber", Camber,Hayes,Fr,M,8,8,NA,2,2,6,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,25, Kristina DeMarco,"DeMarco, Kristina", Kristina,DeMarco,Jr,M,8,8,3,2,8,9,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,3, Tyler Klika,"Klika, Tyler", Tyler,Klika,Jr,M,8,8,NA,NA,0,6,8,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,9, Jaimie Tottleben,"Tottleben, Jaimie", Jaimie,Tottleben,So,F,7,4,1,NA,2,7,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Miami (OH) RedHawks,8, Desiree Grubbs,"Grubbs, Desiree", Desiree,Grubbs,Jr,M,7,6,3,2,8,10,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Miami (OH) RedHawks,5, Hailey Matthews,"Matthews, Hailey", Hailey,Matthews,Fr,D,6,4,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,12, Haley Anspach,"Anspach, Haley", Haley,Anspach,Fr,F,5,5,1,2,4,12,11,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,Miami (OH) RedHawks,6, Emily Sexton,"Sexton, Emily", Emily,Sexton,So,M,3,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,27, Riley Balconi,"Balconi, Riley", Riley,Balconi,So,D,2,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Miami (OH) RedHawks,0, Emily Boutin,"Boutin, Emily", Emily,Boutin,So,GK,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,90:00,4,4,7,0.636,NA,NA,NA,1,NA,NA,NA,NA,NA
2020,Michigan Wolverines,3, Sammi Woods,"Woods, Sammi", Sammi,Woods,Fr,F,11,3,4,3,11,25,8,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,14, Danielle Wolfe,"Wolfe, Danielle", Danielle,Wolfe,So,F,11,9,1,NA,2,15,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Michigan Wolverines,21, Sydney Shepherd,"Shepherd, Sydney", Sydney,Shepherd,Jr,D,11,8,2,NA,4,4,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,18, Raleigh Loughman,"Loughman, Raleigh", Raleigh,Loughman,Jr,M,11,11,NA,2,2,14,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,7, Meredith Haakenson,"Haakenson, Meredith", Meredith,Haakenson,Jr,M,11,11,2,1,5,12,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Michigan Wolverines,5, Skylar Anderson,"Anderson, Skylar", Skylar,Anderson,Jr,M,11,11,1,1,3,3,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,20, Nicki Hernandez,"Hernandez, Nicki", Nicki,Hernandez,Sr,M,11,11,6,2,14,36,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
2020,Michigan Wolverines,4, Alia Martin,"Martin, Alia", Alia,Martin,Sr,D,11,11,NA,NA,0,2,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,1, Hillary Beall,"Beall, Hillary", Hillary,Beall,Sr,GK,11,11,NA,NA,0,NA,NA,NA,1,NA,1,1,1059:43,13,1.104,52,0.8,4,NA,5,3,NA,NA,NA,NA,NA
2020,Michigan Wolverines,11, Lily Farkas,"Farkas, Lily", Lily,Farkas,So,F,10,8,2,1,5,20,9,1,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,6, Kacey Lawrence,"Lawrence, Kacey", Kacey,Lawrence,Fr,F,10,NA,2,2,6,9,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,8, Sarah Stratigakis,"Stratigakis, Sarah", Sarah,Stratigakis,Sr,M,9,8,1,3,5,18,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Michigan Wolverines,17, Emily Leyson,"Leyson, Emily", Emily,Leyson,So,F,9,2,NA,NA,0,5,6,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,24, Janiece Joyner,"Joyner, Janiece", Janiece,Joyner,Jr,D,9,7,NA,NA,0,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,2, Jayde Riviere,"Riviere, Jayde", Jayde,Riviere,So,F,8,6,NA,1,1,3,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,10, Hannah Blake,"Blake, Hannah", Hannah,Blake,So,F,6,2,NA,NA,0,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,23, Sammi Atterbury,"Atterbury, Sammi", Sammi,Atterbury,Jr,F,6,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,15, Sarah Bridenstine,"Bridenstine, Sarah", Sarah,Bridenstine,Fr,M,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,26, Emilee Ray,"Ray, Emilee", Emilee,Ray,Fr,D,4,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,22, Claire Dawson,"Dawson, Claire", Claire,Dawson,So,F,3,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,13, Lauren Long,"Long, Lauren", Lauren,Long,Sr,M,1,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan Wolverines,0, Izzy Nino,"Nino, Izzy", Izzy,Nino,Sr,GK,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5:30,1,16.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,20, Zivana Labovic,"Labovic, Zivana", Zivana,Labovic,Fr,D,12,12,3,NA,6,9,20,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,8, Raegan Cox,"Cox, Raegan", Raegan,Cox,So,D,12,12,NA,NA,0,4,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,31, Samantha White,"White, Samantha", Samantha,White,Jr,D,12,12,NA,1,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,23, Samantha Sklarski,"Sklarski, Samantha", Samantha,Sklarski,Jr,M,12,11,NA,NA,0,2,10,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,22, Abby Gardiner,"Gardiner, Abby", Abby,Gardiner,Jr,M,12,11,1,NA,2,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,10, Camryn Evans,"Evans, Camryn", Camryn,Evans,Jr,F,12,12,NA,1,1,4,14,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,00, Lauren Kozal,"Kozal, Lauren", Lauren,Kozal,So,GK,12,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1116:34,23,1.854,54,0.701,1,NA,1,10,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,13, Athena Biondi,"Biondi, Athena", Athena,Biondi,Sr,D,12,9,NA,NA,0,2,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,9, Gabriala Jodzis,"Jodzis, Gabriala", Gabriala,Jodzis,Sr,M,12,11,NA,1,1,4,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,3, Danielle Stephan,"Stephan, Danielle", Danielle,Stephan,Sr,M,11,2,NA,4,4,8,6,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,26, Michelle Herring,"Herring, Michelle", Michelle,Herring,Sr,F,11,6,NA,NA,0,6,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,25, Miranda Hart,"Hart, Miranda", Miranda,Hart,Jr,F,11,NA,1,NA,2,5,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Michigan St. Spartans,5, Allyson Childers,"Childers, Allyson", Allyson,Childers,So,M,10,NA,NA,NA,0,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,24, Ellie Rogers,"Rogers, Ellie", Ellie,Rogers,Fr,F,10,NA,NA,NA,0,2,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,15, Gia Wahlberg,"Wahlberg, Gia", Gia,Wahlberg,Jr,F,9,9,2,NA,4,13,13,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,6, Emily Andrus,"Andrus, Emily", Emily,Andrus,Fr,F,9,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,4, Sydney Kloosterman,"Kloosterman, Sydney", Sydney,Kloosterman,So,F,8,NA,1,NA,2,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,16, Alexandra Thomas,"Thomas, Alexandra", Alexandra,Thomas,Sr,M,7,3,1,NA,2,1,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Michigan St. Spartans,2, Paige Webber,"Webber, Paige", Paige,Webber,So,F,6,6,1,NA,2,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,7, Mya Fregoli,"Fregoli, Mya", Mya,Fregoli,So,M,3,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Michigan St. Spartans,14, Bria Schrotenboer,"Schrotenboer, Bria", Bria,Schrotenboer,So,D,3,3,NA,NA,0,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,11, Eleanor Gough,"Gough, Eleanor", Eleanor,Gough,Fr,M,6,5,1,3,5,11,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,4, Alex Fuggle,"Fuggle, Alex", Alex,Fuggle,Fr,D,6,6,NA,NA,0,1,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,0, Hannah Suder,"Suder, Hannah", Hannah,Suder,So,GK,6,6,NA,NA,0,NA,NA,NA,NA,NA,3,3,531:40,8,1.354,14,0.636,2,NA,3,3,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,25, Caroline Manley,"Manley, Caroline", Caroline,Manley,So,D,6,6,1,1,3,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Middle Tenn. Blue Raiders,22, Taylor Hamlett,"Hamlett, Taylor", Taylor,Hamlett,Fr,F,6,6,NA,2,2,14,4,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,18, Miya Lennon,"Lennon, Miya", Miya,Lennon,Jr,F,6,5,NA,NA,0,6,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,30, Alex Goffi,"Goffi, Alex", Alex,Goffi,Fr,D,6,6,NA,NA,0,7,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,8, Sam DeBien,"DeBien, Sam", Sam,DeBien,Sr,F,6,6,NA,1,1,10,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,13, Maddi Falter,"Falter, Maddi", Maddi,Falter,Sr,F,6,6,NA,NA,0,11,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,12, Peyton DePriest,"DePriest, Peyton", Peyton,DePriest,Sr,F,6,6,4,NA,8,16,5,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,Middle Tenn. Blue Raiders,17, Carolin Engelhard,"Engelhard, Carolin", Carolin,Engelhard,Sr,D,6,6,1,NA,2,11,4,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,15, Annica Fletemeyer,"Fletemeyer, Annica", Annica,Fletemeyer,Sr,M,5,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,20, Elizabeth Slavinsky,"Slavinsky, Elizabeth", Elizabeth,Slavinsky,So,F,5,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,21, Megan Alyward,"Alyward, Megan", Megan,Alyward,Fr,M,3,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,19, Jennifer Francis,"Francis, Jennifer", Jennifer,Francis,So,D,2,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,10, Ashley Shimberg,"Shimberg, Ashley", Ashley,Shimberg,Fr,M,1,0,4,NA,8,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Middle Tenn. Blue Raiders,00, Isabelle Chinchay,"Chinchay, Isabelle", Isabelle,Chinchay,Jr,GK,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,8:20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,24, Haley Johnson,"Johnson, Haley", Haley,Johnson,Jr,F,12,12,1,2,4,18,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,1, Elaina LaMacchia,"LaMacchia, Elaina", Elaina,LaMacchia,Jr,GK,12,12,NA,1,1,NA,NA,NA,1,NA,1,1,1058:08,5,0.425,33,0.868,6,2,9,2,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,16, Natalie Auble,"Auble, Natalie", Natalie,Auble,Jr,F,12,12,5,1,11,19,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Milwaukee Panthers,11, Taylor Hattori,"Hattori, Taylor", Taylor,Hattori,Jr,M,12,12,2,NA,4,6,9,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Milwaukee Panthers,10, Jelena Sever,"Sever, Jelena", Jelena,Sever,Jr,F,12,10,6,1,13,21,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
2020,Milwaukee Panthers,17, Taylor Tabbert,"Tabbert, Taylor", Taylor,Tabbert,Sr,D,12,12,NA,2,2,5,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,4, McKenna Stratton,"Stratton, McKenna", McKenna,Stratton,Sr,F,12,1,1,NA,2,9,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Milwaukee Panthers,25, Rachel Phillpotts,"Phillpotts, Rachel", Rachel,Phillpotts,Sr,M,12,12,4,NA,8,22,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,3, Morgan Koerber,"Koerber, Morgan", Morgan,Koerber,Sr,D,12,12,NA,1,1,6,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,34, Gaby Schwartz,"Schwartz, Gaby", Gaby,Schwartz,Sr,D,12,12,NA,8,8,5,7,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,13, Mackenzie Schill,"Schill, Mackenzie", Mackenzie,Schill,Sr,F,11,11,3,1,7,33,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Milwaukee Panthers,32, Maggy Henschler,"Henschler, Maggy", Maggy,Henschler,So,D,11,10,3,1,7,10,11,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Milwaukee Panthers,20, Lesley Kiesling,"Kiesling, Lesley", Lesley,Kiesling,So,F,11,NA,NA,NA,0,3,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,28, Haley Steel,"Steel, Haley", Haley,Steel,Jr,M,11,NA,NA,2,2,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,12, Maggie Woods,"Woods, Maggie", Maggie,Woods,So,M,10,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,2, Clara Broecker,"Broecker, Clara", Clara,Broecker,Fr,M,9,2,NA,NA,0,1,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,29, Brooke Parnello,"Parnello, Brooke", Brooke,Parnello,So,F,8,NA,NA,NA,0,7,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,14, Julia Barajas,"Barajas, Julia", Julia,Barajas,Jr,F,8,2,NA,2,2,5,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,8, Kat Van Booven,"Van Booven, Kat", Kat,Van Booven,Fr,F,7,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Milwaukee Panthers,0, Allie Strottman,"Strottman, Allie", Allie,Strottman,Jr,GK,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45:20,1,1.985,1,0.5,NA,2,NA,NA,NA,NA,NA,NA,NA
2020,Minnesota Golden Gophers,13, Abi Frandsen,"Frandsen, Abi", Abi,Frandsen,Fr,F,12,1,1,NA,2,9,7,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Minnesota Golden Gophers,9, Sophia Boman,"Boman, Sophia", Sophia,Boman,Fr,M,12,12,2,1,5,33,11,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Minnesota Golden Gophers,18, Athena Kuehn,"Kuehn, Athena", Athena,Kuehn,Sr,D,12,12,NA,NA,0,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Minnesota Golden Gophers,17, Celina Nummerdor,"Nummerdor, Celina", Celina,Nummerdor,Sr,M,12,12,NA,NA,0,9,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Minnesota Golden Gophers,11, Ari Del Moral,"Del Moral, Ari", Ari,Del Moral,Sr,M,12,1,NA,NA,0,15,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
